,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year
1997,1997,conf/sigmod/Mohan99,p0wBdI_JiXMJ,a database perspective on lotus domino/notes,c mohan,1999,in: technology for web services,c mohan,0
1998,1998,conf/sigmod/Mohan99,pBTSyxiQA04J,a database perspective on lotus domino/notes,c mohan,1999,directions in system architectures for high transaction rates,c mohan,0
1999,1999,conf/sigmod/Mohan99,qbrkg2DRU3AJ,a database perspective on lotus domino/notes,c mohan,1999,advanced technology seminar: application servers and associated technologies,c mohan,0
2000,2000,conf/sigmod/Mohan99,tAO-l_SkmSwJ,a database perspective on lotus domino/notes,c mohan,1999,caching technologies for web applications,c mohan,2001
2001,2001,conf/sigmod/Mohan99,uCNkDoBniLgJ,a database perspective on lotus domino/notes,c mohan,1999,state of the art in workflow management system research and products,c mohan,0
2002,2002,conf/sigmod/Mohan99,ulDehVmIgfAJ,a database perspective on lotus domino/notes,c mohan,1999,an efficient method for performing record deletions and updates using index scans,c mohan,2002
2003,2003,conf/sigmod/Mohan99,x5Po0pdoKcQJ,a database perspective on lotus domino/notes,c mohan,1999,dbcache: a project on database caching support for web applications,c mohan,0
2004,2004,conf/sigmod/Mohan99,zCY0pFken7wJ,a database perspective on lotus domino/notes,c mohan,1999,evolution of groupware for business applications: a database perspective on lotus domino/notes,"c mohan, r barber, s watts, a somani, m  ",2000
2005,2005,conf/sigmod/MohanN94,01LNcjhToksJ,aries/csa: a method for database recovery in client-server architectures,"c mohan, i narang",1994,reco veryand coherency control protocols for fast intersystem page t ransfer andfine- ,"c mohan, i narang",0
2006,2006,conf/sigmod/MohanN94,KvhuIhTTj_YJ,aries/csa: a method for database recovery in client-server architectures,"c mohan, i narang",1994,aries/sd: a transaction recovery and concurrency control method for the shared disks environment,"c mohan, i narang",0
2007,2007,conf/sigmod/MohanN94,_2hj6snS3foJ,aries/csa: a method for database recovery in client-server architectures,"c mohan, i narang",1994,aries/csa: a method for database recovery in client-server architectures,"c mohan, i narang",1994
2008,2008,conf/sigmod/MohanN94,eE98qv4oVnQJ,aries/csa: a method for database recovery in client-server architectures,"c mohan, i narang",1994,an efficient and flexible method for archiving a data base,"c mohan, i narang",0
2009,2009,conf/sigmod/MohanN94,v5RwghqO86sJ,aries/csa: a method for database recovery in client-server architectures,"c mohan, i narang",1994,algorithms for creating indexes for very large tables without quiescing updates,"c mohan, i narang",1992
2010,2010,conf/sigmod/MoleskyR95,u03oQbB0y-oJ,recovery protocols for shared memory database systems,"l molesky, k ramamritham",1995,recovery protocols for shared memory database systems,"ld molesky, k ramamritham",1995
2011,2011,conf/sigmod/MoonSL00,7Xra4piXrIIJ,adaptive multi-stage distance join processing,"h shin, b moon, s lee",2000,adaptive multi-stage distance join processing,"h shin, b moon, s lee",2000
2012,2012,conf/sigmod/MoonWH02,rlfxeE4k2p4J,general match: a subsequence matching method in time-series databases based on generalized windows,"y moon, k whang, w han",2002,general match: a subsequence matching method in time-series databases based on generalized windows,"ys moon, ky whang, ws han",2002
2013,2013,conf/sigmod/Moore95,Z7_b_rGINPsJ,the lotus notes storage system,k moore,1995,heightening children's social awareness with trade books,k moore,1999
2014,2014,conf/sigmod/Moore95,uh57sQuxYuIJ,the lotus notes storage system,k moore,1995,the lotus notes storage system,k moore,1995
2015,2015,conf/sigmod/MorpainCFP96,98umDgwqRHcJ,maintaining database consistency in presence of value dependencies in multidatabase systems,"c morpain, m cart, j ferriï¿½, j pons",1996,maintaining database consistency in presence of value dependencies in multidatabase systems,"c morpain, m cart, j ferriã©, jf pons",1996
2016,2016,conf/sigmod/MotakisZ97,8hMkXAIa8vEJ,temporal aggregation in active database rules,"i motakis, c zaniolo",1997,temporal aggregation in active databases,"i motakis, c zaniolo",0
2017,2017,conf/sigmod/MotakisZ97,abi92bI5Il0J,temporal aggregation in active database rules,"i motakis, c zaniolo",1997,formal semantics for composite temporal events in active database rules,"i motakis, c zaniolo",1997
2018,2018,conf/sigmod/MotakisZ97,e8OIK3dEo6EJ,temporal aggregation in active database rules,"i motakis, c zaniolo",1997,temporal aggregation in active database rules,", c zaniolo",0
2019,2019,conf/sigmod/MumickP94,3eSwRxf3-3sJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of data abstraction in the relational database system ingres,j ong,1984
2020,2020,conf/sigmod/MumickP94,EwU0KYwx0BkJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of a time expert in a database system,"i avancges, m st pikre de chartreuse",1985
2021,2021,conf/sigmod/MumickP94,QMEutrf-QgkJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,a multi-purpose implementation of mandatory access control in relational database management systems,"w rjaibi, p bird",2004
2022,2022,conf/sigmod/MumickP94,hUQBQ_9ohcgJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of magic-sets in a relational database system,"is mumick, h pirahesh",1994
2023,2023,conf/sigmod/MumickP94,oV8bdACuNz0J,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,the notions of consistency and predicate locks in a relational database system,"kp eswaran, jn gray, ra lorie, il traiger",0
2024,2024,conf/sigmod/MumickP94,pj1mKocpW9QJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of a time expert in a database system,"r overmyer, m stonebraker",1982
2025,2025,conf/sigmod/MumickP94,rUpu2pcFa8cJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,semantics for update rule programs and implementation in a relational database management system,"l raschid, j lobo",1996
2026,2026,conf/sigmod/MumickP94,y3ASKROdWgoJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,xquery implementation in a relational database system,"s pal, i cseri, o seeliger, m rys, g schaller, w  ",0
2027,2027,conf/sigmod/MumickQM97,8m_6OmUvYJwJ,maintenance of data cubes and summary tables in a warehouse,"i mumick, d quass, b mumick",1997,"ã¢â?¬ å?maintenance of data cubes and summary tables in a warehouse, ã¢â?¬â?","is mumick, d quass, bs mumick",0
2028,2028,conf/sigmod/MumickQM97,WySPrm5RJxsJ,maintenance of data cubes and summary tables in a warehouse,"i mumick, d quass, b mumick",1997,maintenance of data cubes and summary tables in a warehouse,w johnâ?¦,0
2029,2029,conf/sigmod/MumickQM97,Z0iKsZFnEw8J,maintenance of data cubes and summary tables in a warehouse,"i mumick, d quass, b mumick",1997,selection and maintenance of views in a data warehouse,h gupta,1999
2030,2030,conf/sigmod/MumickQM97,c_n0wQe1FhAJ,maintenance of data cubes and summary tables in a warehouse,"i mumick, d quass, b mumick",1997,maintenance of data cubes and summary tables in a warehouse,"ismd quass, bs mumick",1997
2031,2031,conf/sigmod/MumickQM97,cvHvC7tUSrIJ,maintenance of data cubes and summary tables in a warehouse,"i mumick, d quass, b mumick",1997,maintenance of data cubes and summary table in a warehouse,"is mumick, d quass",1997
2032,2032,conf/sigmod/Mylopoulos98,2R-2i60g4MsJ,panel on next generation database systems won't work without semantics!,j mylopoulos,1998,next generation database systems won't work without semantics!,j mylopoulos,1998
2033,2033,conf/sigmod/Mylopoulos98,5eBjuTrKTwoJ,panel on next generation database systems won't work without semantics!,j mylopoulos,1998,next generation database systems wonâ??t work without semantics! panel session,j myopoulos,0
2034,2034,conf/sigmod/Mylopoulos98,jsJJXMHfgxAJ,panel on next generation database systems won't work without semantics!,j mylopoulos,1998,some features of the taxis data model,j mylopoulos,1980
2035,2035,conf/sigmod/Mylopoulos98,vU_Vo2059VUJ,panel on next generation database systems won't work without semantics!,j mylopoulos,1998,next generation database systems won't work without semantics!(panel),j mylopoulos,1998
2036,2036,conf/sigmod/NatsevRS99,OtJVavxuuYgJ,walrus: a similarity retrieval algorithm for image databases,"a natsev, r rastogi, k shim",1999,walrus: a similarity retrieval algorithm for image databases,"a natsev, r rastogi, k shim",2004
2037,2037,conf/sigmod/NatsevRS99,Y3nejQSVKnUJ,walrus: a similarity retrieval algorithm for image databases,"a natsev, r rastogi, k shim",1999,walrus: a similarity retrieval algorithm for image databases,"n apostol, r rajeev, s kyuseok",0
2038,2038,conf/sigmod/NatsevRS99,r2jkzqMSE0gJ,walrus: a similarity retrieval algorithm for image databases,"a natsev, r rastogi, k shim",1999,walrus: a similarity retrieval algorithm for large databases,"a natsev, r rastogi, k shim",0
2039,2039,conf/sigmod/NaumanS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276369%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,"developing a high traffic, read-only web site","j nauman, r suorsa",1998,"developing a high traffic, read-only web site","j nauman, r suorsa",0
2040,2040,conf/sigmod/NazeriBO01,0_bgyzT0iX4J,experiences in mining aviation safety data,"z nazeri, e bloedorn, p ostwald",2001,recent experiences with data mining in aviation safety,"e harris jr, e bloedorn, nj rothleder",0
2041,2041,conf/sigmod/NazeriBO01,2E9I_lugGC4J,experiences in mining aviation safety data,"z nazeri, e bloedorn, p ostwald",2001,experiences in mining aviation safety data,"z nazeri, e bloedorn, p ostwald",0
2042,2042,conf/sigmod/NazeriBO01,NkZp0BSCrwIJ,experiences in mining aviation safety data,"z nazeri, e bloedorn, p ostwald",2001,recent experiences with data mining in aviation safety (1998),"e harris jr, e bloedorn, nj rothleder",0
2043,2043,conf/sigmod/NestorovAM98,5icRoG_Vmc0J,extracting schema from semistructured data,"s nestorov, s abiteboul, r motwani",1998,extracting schema from semistructured data,s nestorov,1998
2044,2044,conf/sigmod/NestorovAM98,NVS_rDpScp0J,extracting schema from semistructured data,"s nestorov, s abiteboul, r motwani",1998,inferring structure in semistructured data,"s nestorov, s abiteboul, r motwani",1997
2045,2045,conf/sigmod/NestorovAM98,XP7FEaxDfuAJ,extracting schema from semistructured data,"s nestorov, s abiteboul, r motwani",1998,extracting schema from semistructured data,"s nestrov, s abiteboul, r motwani",0
2046,2046,conf/sigmod/NgLHM99,YemauUgIzlcJ,exploratory mining via constrained frequent set queries,"r ng, l lakshmanan, j han, t mah",1999,exploratory mining via constrained frequent set queries,"r ng, lvs lakshmanan, j han, t mah",1999
2047,2047,conf/sigmod/NgLHM99,k5O1AkmaLTUJ,exploratory mining via constrained frequent set queries,"r ng, l lakshmanan, j han, t mah",1999,exploratory mining via constrained frequent set queries (demo),r ngâ?¦,0
2048,2048,conf/sigmod/NgLHP98,0McW0Z3yCW8J,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,exploratory mining and pruning optimizations of constrained association queries,"rt ng, lvs lakshmanan, j han, a pang",0
2049,2049,conf/sigmod/NgLHP98,94DIEgTTg_oJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,exploratory mining and pruning optimizations of constrained association rules [a],"ng rt, vs lakshmanan, j han, a pang",1998
2050,2050,conf/sigmod/NgLHP98,BsyjUnkzMkAJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,et ai. exploratory mining and pruning optimizations of constrained associations rules,"nrl lvs, j han",1998
2051,2051,conf/sigmod/NgLHP98,NQAssNK12xUJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,exploratory mining and pruning optimizations of constrained associations rules,"tn raymond, lvs lakshmanan, j han, a pang",0
2052,2052,conf/sigmod/NgLHP98,OVsyr37zZxkJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,"alex. pang,â??exploratory mining and pruning optimizations of constrained association rules,â??","rt ng, lvs lakshmanan, j han",0
2053,2053,conf/sigmod/NgLHP98,SW8RvYcXqaMJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,exploratory mining and pruning optimizations of constrained associatino rules.,"rnl lakshmanan, j han, a pang",1998
2054,2054,conf/sigmod/NgLHP98,_2mjU5KqoVgJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,panga (1998) exploratory mining and pruning optimizations of constrained association rules,"r ng, lvs lakshmanan, j han",0
2055,2055,conf/sigmod/NgLHP98,hQ2iRlFtfGUJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,"j. han, and a. pang.: exploratory mining and pruning optimizations of constrained association rules","r ng, l lakshmanan",0
2056,2056,conf/sigmod/NgLHP98,n4GBECW_g1UJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,traversing itemset lattices with statistical metric pruning,"r ng, l lakshmanan, j han, a pang",0
2057,2057,conf/sigmod/NgLHP98,qOiru8Q7FbIJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,exploratory mining and pruning optimizations of constrained associations rules,"rtnlvs lakshmanan, j han, a pang",1998
2058,2058,conf/sigmod/NgLHP98,qOzU69R5hdAJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,"june 1998, exploratory mining and pruning optimizations of constrained associations rules","r ng, l lakshmanan, j han, a pang",0
2059,2059,conf/sigmod/NgLHP98,x-J6IbwI7u8J,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,"j. and pang, a., exploratory mining and pruning optimizations of constrained association rules","rt ng, s lakshmanan, h lv",0
2060,2060,conf/sigmod/NgLK98,kJVhJ4ruw6sJ,a data mining application: customes retention at the port of singapore authority (psa),"k ng, h liu, h kwah",1998,a data mining application: customer retention at the port of singapore authority (psa),"ks ng, h liu, hb kwah",0
2061,2061,conf/sigmod/NgWY01,TShyzmLNvtoJ,iceberg-cube computation with pc clusters,"r ng, a wagner, y yin",2001,iceberg-cube computation with pc clusters,rt ng,0
2062,2062,conf/sigmod/NguyenACP01,VCiXh8qcrIMJ,monitoring xml data on the web,"b nguyen, s abiteboul, g cobena, m preda",2001,monitoring xml data on the web,"b nguyen, s abiteboul, g cobena, m preda",0
2063,2063,conf/sigmod/NguyenS96,Cd4NNuZnIn8J,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996
2064,2064,conf/sigmod/NguyenS96,T8llXFznCOwJ,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,accessing relational databases form the world wide web,"t nguyen, v srinivasan",0
2065,2065,conf/sigmod/NguyenS96,duGi1UZ1sXQJ,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,accessing existing business data from the world wide web,"cs peng, sk chen, jy chung",1998
2066,2066,conf/sigmod/NguyenS96,uD0NKv4AwaQJ,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,v. shrinivasan accessing relational databases from the world wide web,t nguyen,0
2067,2067,conf/sigmod/Nori00,url:http://portal.acm.org/citation.cfm%3Fid%3D342009.335474,application architecture: 2tier or 3tier? what is dbms's role? (panel abstract),a nori,2000,application architecture (panel session): 2tier or 3tier? what is dbms's role?,ak nori,2000
2068,2068,conf/sigmod/Norrie95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223883%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,integration approaches for cim,,1995,integration approaches for cim,mc norrie,0
2069,2069,conf/sigmod/NybergBCGL94,A1phylxPkl4J,alphasort: a risc machine sort,"c nyberg, t barclay, z cvetanovic, j gray, d lomet",1994,alphasort: a cache-sensitive parallel external sort,"c nyberg, t barclay, z cvetanovic, j gray, d lomet",1995
2070,2070,conf/sigmod/NybergBCGL94,kd-0q-M1O2gJ,alphasort: a risc machine sort,"c nyberg, t barclay, z cvetanovic, j gray, d lomet",1994,alphasort: a risc machine sort,"c nyberg, t barclay, z cvetanovic, j gray, d lomet",1994
2071,2071,conf/sigmod/OConnellISWABCCLPWW96,5awQcPWFBrcJ,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,prospector: a content-based mutimedia object server for massively parallel architectures,"woâ??connell, it ieong, d schraderâ?¦",0
2072,2072,conf/sigmod/OConnellISWABCCLPWW96,I0KBB-n-eF8J,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,"etal., prospector: a content-based multimedia object server for massively parallel architectures","woâ??connell, it ieong, d schrader",0
2073,2073,conf/sigmod/OConnellISWABCCLPWW96,Ljpkq7MPqeEJ,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,prospector: a content-based multimedia server for massively parallel architectures,"woâ??connell, it ieong, d schrader, c watson, g au ",0
2074,2074,conf/sigmod/OConnellISWABCCLPWW96,O-TrhFwhKM8J,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,a content-based multimedia server for massively parallel architectures,"wo'connell, it ieong, d schrader, c watson, g au,  ",0
2075,2075,conf/sigmod/OConnellISWABCCLPWW96,WrrEnOJswS4J,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,prospector: a content-based multimedia server for massively parallel architectures,"g au, a biliris, h chen, s choo, k ganapathy, g  ",1996
2076,2076,conf/sigmod/OConnellISWABCCLPWW96,jWZkmgGziVoJ,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,supporting state-wide immunization tracking using multi-paradigm workflow technology,"a sheth, k kochut, j miller, d worah, s das, c lin ",1996
2077,2077,conf/sigmod/OConnellISWABCCLPWW96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,prospector: a content-based multimedia server for massively parallel architectures,", h chen, a biliris, e panagos",0
2078,2078,conf/sigmod/OConnellISWABCCLPWW96,wMSZGjgxIasJ,a content-based multimedia server for massively parallel architectures,"w o'connell, i ieong, d schrader, c watson, g au, a biliris, s choo, p colin, g linderman, e panagos, j wang, t walters",1996,a teradata content-based multimedia object manager for massively parallel architectures,"woâ??connell, it ieong, d schrader, c watson, g au ",0
2079,2079,conf/sigmod/ONeilQ97,359PjJkfNhQJ,improved query performance with variant indexes,"p o'neil, d quass",1997,"improved query performance with variant indexes, acm sigmod intl","p ã?neill, d quass",0
2080,2080,conf/sigmod/ONeilQ97,5iolWs79wEEJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes. sigmod intl. conf,"p ã?neill, d quass",0
2081,2081,conf/sigmod/ONeilQ97,6twtfqrudGcJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,", d quass",0
2082,2082,conf/sigmod/ONeilQ97,J9bYvZ3eKygJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,"pon o'nqua, d quass",0
2083,2083,conf/sigmod/ONeilQ97,V_TejbE-Q6EJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,dq poâ??neil,0
2084,2084,conf/sigmod/ONeilQ97,cyNtXv744CQJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes [a]. acm,"po'neil, d quass",0
2085,2085,conf/sigmod/ONeilQ97,lMTodOXT45MJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,d quass,0
2086,2086,conf/sigmod/ONeilQ97,rN34VXyq84YJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,"eon patrick, d quass",0
2087,2087,conf/sigmod/ONeilQ97,tK0HTC7qEmcJ,improved query performance with variant indexes,"p o'neil, d quass",1997,d. quass improved query performance with variant indexes,po neil,0
2088,2088,conf/sigmod/OhHP00,T91d5LI-xIwJ,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh, k hua",2000,an efficient and cost-effective technique for browsing and indexing large video databases,"jh oh, ka hua",2000
2089,2089,conf/sigmod/OhHP00,cFpgCsBTSBEJ,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh, k hua",2000,"an efficient and cost-effective technique for browsing, querying and indexing large video databases","j oh, ka hua",0
2090,2090,conf/sigmod/OhHP00,o8cVWUElfUsJ,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh, k hua",2000,an efficient and cost effective technique for browsing and querying large video databases,"jh oh, ka hua",0
2091,2091,conf/sigmod/Ojjeh99,url:http://portal.acm.org/citation.cfm%3Fid%3D304245%26coll%3Dportal%26dl%3DACM,microsoft site server (commerce edition),b ojjeh,1999,microsoft site server (commerce ed.): talk-slides available at the conference,b ojjeh,1999
2092,2092,conf/sigmod/Ojjeh99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304245%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,microsoft site server (commerce edition),b ojjeh,1999,microsoft site server (commerce edition),b ojjeh,0
2093,2093,conf/sigmod/Olson95,_Q-4G7Fe7xAJ,cover your assets,m olson,1995,cover your assets,d essex,0
2094,2094,conf/sigmod/Olson95,ihQ9lNELOzYJ,cover your assets,m olson,1995,cover your assets,t schumaker,2002
2095,2095,conf/sigmod/Olson95,nJycrIdh5E4J,cover your assets,m olson,1995,cover your assets,ma olson,1995
2096,2096,conf/sigmod/OlstonJW03,D1h_jOHVyA4J,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003
2097,2097,conf/sigmod/OlstonJW03,F1nF8qzNWV8J,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,dynamic plan migration for continuous queries over data streams,"y zhu, ea rundensteiner, gt heineman",2004
2098,2098,conf/sigmod/OlstonJW03,XHUg7yB2y7oJ,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,approximate caching for continuous queries over distributed data sources,"c olston, j widom",0
2099,2099,conf/sigmod/OlstonJW03,YicxZMoYBtQJ,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,a temporal foundation for continuous queries over data streams,"j kramer, b seeger",0
2100,2100,conf/sigmod/OlstonJW03,aFuBut1W_KEJ,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,continously adaptive continuous queries over data streams,"s madden, ma shah, jm hellerstein, v raman",0
2101,2101,conf/sigmod/OlstonJW03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974751%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,online appendix to characterizing memory requirements for queries over continuous data streams,j widom,2004
2102,2102,conf/sigmod/OlstonJW03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974756%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,characterizing memory requirements for queries over continuous data streams,j widom,2004
2103,2103,conf/sigmod/OlstonW02,1uei4ivV-PgJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,offering a precision-performance tradeoff for aggregation queries over replicated data twenty-sixty  ,"c olston, j widom",0
2104,2104,conf/sigmod/OlstonW02,QcUC-6OtvLMJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,bounded aggregation: offering a precisionâ??performance tradeoff in replication system,"c olston, j widom",0
2105,2105,conf/sigmod/OlstonW02,R_hYW6eIUuYJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston, j widom",2000
2106,2106,conf/sigmod/OlstonW02,XHUg7yB2y7oJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,approximate caching for continuous queries over distributed data sources,"c olston, j widom",0
2107,2107,conf/sigmod/OlstonW02,fzIAU5XQeo4J,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,offering a precision-performance tradeoff for aggregation queries over replicated data. submitted  ,"c olston, j widom",0
2108,2108,conf/sigmod/OlstonW02,pBKI-JCAlcIJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,best-effort cache synchronization with source cooperation,"c olston, j widom",2002
2109,2109,conf/sigmod/OlstonW02,rrOV-TanTuYJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,bounded aggregation: offering a precision-performance tradeoff in replicated systems,"c olston, j widom",0
2110,2110,conf/sigmod/OlstonWACELSS98,UTYa5uf9zSIJ,datasplash,"c olston, a woodruff, a aiken, m chu, v ercegovac, m lin, m spalding, m stonebraker",1998,datasplash,"c olston, a woodruff, a aiken, m chu, v ercegovac, ",1998
2111,2111,conf/sigmod/OlstonWACELSS98,url:http://portal.acm.org/citation.cfm%3Fcoll%3DGUIDE%26dl%3DGUIDE%26id%3D276377,datasplash,"c olston, a woodruff, a aiken, m chu, v ercegovac, m lin, m spalding, m stonebraker",1998,full text pdf format pdf (424 kb)source international conference on management of data archive,"c olston, a woodruff, a aiken, m chu, v ercegovac, ",1998
2112,2112,conf/sigmod/OlstonWACELSS98,url:http://portal.acm.org/citation.cfm%3Fid%3D276305.276377%26dl%3DGUIDE%26dl%3DGUIDE%26idx%3D276305%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,datasplash,"c olston, a woodruff, a aiken, m chu, v ercegovac, m lin, m spalding, m stonebraker",1998,full text pdf format pdf (424 kb)source acm sigmod record archive,"c olston, a woodruff, a aiken, m chu, v ercegovac, ",1998
2113,2113,conf/sigmod/OlstonWL01,I_YprPVQ45QJ,adaptive precision setting for cached approximate values,"c olston, b loo, j widom",2001,adaptive precision setting for cached approximate values,"c olston, bt loo, j widom",2001
2114,2114,conf/sigmod/OoiTZGLLLNSWZ03,gWslyEjd3BYJ,peerdb: peering into personal databases,"b ooi, k tan, a zhou, c goh, y li, c liau, b ling, w ng, y shu, x wang, m zhang",2003,rainbow: multi-xquery optimization using materialized xml views,"x zhang, k dimitrova, l wang, m el sayed, b murphy ",2003
2115,2115,conf/sigmod/OoiTZGLLLNSWZ03,kLnJCd1otuUJ,peerdb: peering into personal databases,"b ooi, k tan, a zhou, c goh, y li, c liau, b ling, w ng, y shu, x wang, m zhang",2003,distributed distance measurement for large-scale networks,"j liu, x zhang, b li, q zhang, w zhu",2003
2116,2116,conf/sigmod/OoiTZGLLLNSWZ03,l78OeieL4ZsJ,peerdb: peering into personal databases,"b ooi, k tan, a zhou, c goh, y li, c liau, b ling, w ng, y shu, x wang, m zhang",2003,peerdb: peering into personal databases,bc ooi,0
2117,2117,conf/sigmod/OrdonezC00,yWkfJz_YMPkJ,sqlem: fast clustering in sql using the em algorithm,"c ordonez, p cereghini",2000,sqlem: fast clustering in sql using the em algorithm,c ordonez,0
2118,2118,conf/sigmod/OriaOILY00,9SbEzfHLSooJ,disima: a distributed and interoperable image database system,"v oria, m ï¿½zsu, p iglinski, s lin, b yao",2000,"disma: a distributed and interoperable image database system, sigmod 2000, may, 2000","v oria, mt ã?zsu, p iglinski, s lin, b yao",0
