,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
1669,1669,conf/sigmod/LabrinidisR00,0GMNedjfVV0J,webview materialization,"a labrinidis, n roussopoulos",2000,balancing performance and data freshness in web database servers,"a labrinidis, n roussopoulos",2003,0
1674,1674,conf/sigmod/LabrinidisR00,rKbwxobcJZYJ,webview materialization,"a labrinidis, n roussopoulos",2000,exploring the tradeoff between performance and data freshness in database-driven web servers,"a labrinidis, n roussopoulos",2004,0
1682,1682,conf/sigmod/LakshmananNHP99,DfOLEzMoEaEJ,optimization of constrained frequent set queries with 2-variable constraints,"l lakshmanan, r ng, j han, a pang",1999,optimization of constrained frequent set queries with 2-variable constraints,"lvs lakshmanan, rt ng, j han, a pang",1999,1
1690,1690,conf/sigmod/LakshmananPZ03,tcnjvKELfs0J,qc-trees: an efficient summary structure for semantic olap,"l lakshmanan, j pei, y zhao",2003,efficacious data cube exploration by semantic summarization and compression (demo paper) in,"l lakshmanan, j pei, y zhao",0,0
1742,1742,conf/sigmod/LiYVGPUV98,6jeHlSgjCskJ,capability based mediation in tsimmis,"c li, r yerneni, v vassalos, h garcia-molina, y papakonstantinou, j ullman, m valiveti",1998,capability based mediation in tsimmis,"c li, r yerneni, v vassalos, h garcia-molina, y  ",1998,1
1751,1751,conf/sigmod/LibkinMW96,ZTBiopwBpLgJ,"a query language for multidimensional arrays: design, implementation, and optimization techniques","l libkin, r machlin, l wong",1996,a querying language and optimization techniques for unstructured data,"p buneman, s davidson, g hillebrand",0,0
1756,1756,conf/sigmod/LiefkeS00,N0eowMtIAukJ,xmill: an efficient compressor for xml data,"h liefke, d suciu",2000,an extensible compressor for xml data,"h liefke, d suciu",2000,0
1777,1777,conf/sigmod/LiuFP03,_97cTemKZnMJ,griddb: a database interface to the grid,"d liu, m franklin, d parekh",2003,demo. griddb: a relational interface to the grid,"dt liu, mj franklin, d parekh",0,1
1782,1782,conf/sigmod/LivnyRBCDLMW97,1rcDwhVp-o8J,devise: integrated querying and visualization of large datasets,"m livny, r ramakrishnan, k beyer, g chen, d donjerkovic, s lawande, j myllymaki, r wenger",1997,devise (demo abstract): integrated querying and visual exploration of large datasets,"m livny, r ramakrishnan, k beyer, g chen, d  ",1997,0
1798,1798,conf/sigmod/Lomet00,FiPJDs_jm54J,high speed on-line backup when using logical log operations,d lomet,2000,high speed on-line backup when using logical log operations,db lomet,2000,1
1801,1801,conf/sigmod/Lomet00,url:http://ieeexplore.ieee.org/iel5/9217/29235/01320095.pdf%3Farnumber%3D1320095,high speed on-line backup when using logical log operations,d lomet,2000,"database kernel research: what, if anything, is left to do?",d lomet,0,0
1813,1813,conf/sigmod/LuoEHN02,7p7mpmvIBrYJ,a scalable hash ripple join algorithm,"g luo, c ellmann, p haas, j naughton",2002,a scalable hash ripple join algorithm,g luo,0,1
1818,1818,conf/sigmod/MaddenFHH03,Ga3HeQmt9NEJ,the design of an acquisitional query processor for sensor networks,"s madden, m franklin, j hellerstein, w hong",2003,tinydb: an acquisitional query processing system for sensor networks,"sr madden, mj franklin, jm hellerstein, w hong",2005,0
1840,1840,conf/sigmod/MamoulisP99,xdAsc3yVWvYJ,integration of spatial join algorithms for processing multiple inputs,"n mamoulis, d papadias",1999,"integration of spatial join algorithm for processing multiple joins,''","n mamoulis, d papadias",0,1
1855,1855,conf/sigmod/MayrS99,oU2EEWRf5LcJ,client-site query extensions,"t mayr, p seshadri",1999,optimization of client-site userdefined functions,"t mayr, p seshadri",0,0
1856,1856,conf/sigmod/McAuliffeCS96,c__Nxyn_uvwJ,towards effective and efficient free space management,"m mcauliffe, m carey, m solomon",1996,towards effective and efficient free space management,"ml mcaulie, mj carey, mh solomon",0,1
1864,1864,conf/sigmod/MelnikRB03,ntcjTU3hQiUJ,rondo: a programming platform for generic model management,"s melnik, e rahm, p bernstein",2003,rondo: a programming platform for generic model management (extended version),"s melnik, e rahm, pa bernstein",0,1
1866,1866,conf/sigmod/MelnikRB03,wfjeWtEY2NcJ,rondo: a programming platform for generic model management,"s melnik, e rahm, p bernstein",2003,rondo: a programming platform for generic model management,"s melnik, e rahm, pa bernstein",2003,1
1873,1873,conf/sigmod/MiloAABN03,fHp5E4Rxt7cJ,exchanging intensional xml data,"t milo, s abiteboul, b amann, o benjelloun, f ngoc",2003,exchanging intensional xml data,"t milo, s abiteboul, b amann, o benjelloun, fd  ",2005,1
1877,1877,conf/sigmod/MissikoffT94,23QwSzC7vecJ,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"m missikoff, m toiati",1994,a formal approach to the defmmon and the design of conceptual schemata for database systems,"c zolo, ma melkanofp",0,0
1902,1902,conf/sigmod/Mohan01,M4G18MfKn2oJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,tutorial: state of the art in workflow management system research and products. a tutorial at the  ,c mohan,1996,0
1904,1904,conf/sigmod/Mohan01,XppwYYxOpksJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,a database perspective on lotus domino/notes,c mohan,1999,0
1907,1907,conf/sigmod/Mohan01,bfLZp1c7E1cJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,"workflow management systems: state of the art on research and products, tutorial notes",c mohan,0,0
1910,1910,conf/sigmod/Mohan01,eyxIItge9MQJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,tutorial: application servers and associated technologies,c mohan,2002,0
1975,1975,conf/sigmod/Mohan99,C-yzbvoAg00J,a database perspective on lotus domino/notes,c mohan,1999,tutorial: state of the art in workflow management system research and products,c mohan,1996,0
2019,2019,conf/sigmod/MumickP94,3eSwRxf3-3sJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of data abstraction in the relational database system ingres,j ong,1984,0
2024,2024,conf/sigmod/MumickP94,pj1mKocpW9QJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of a time expert in a database system,"r overmyer, m stonebraker",1982,0
2037,2037,conf/sigmod/NatsevRS99,Y3nejQSVKnUJ,walrus: a similarity retrieval algorithm for image databases,"a natsev, r rastogi, k shim",1999,walrus: a similarity retrieval algorithm for image databases,"n apostol, r rajeev, s kyuseok",0,1
2042,2042,conf/sigmod/NazeriBO01,NkZp0BSCrwIJ,experiences in mining aviation safety data,"z nazeri, e bloedorn, p ostwald",2001,recent experiences with data mining in aviation safety (1998),"e harris jr, e bloedorn, nj rothleder",0,0
2055,2055,conf/sigmod/NgLHP98,hQ2iRlFtfGUJ,exploratory mining and pruning optimizations of constrained association rules,"r ng, l lakshmanan, j han, a pang",1998,"j. han, and a. pang.: exploratory mining and pruning optimizations of constrained association rules","r ng, l lakshmanan",0,1
2063,2063,conf/sigmod/NguyenS96,Cd4NNuZnIn8J,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,1
2079,2079,conf/sigmod/ONeilQ97,359PjJkfNhQJ,improved query performance with variant indexes,"p o'neil, d quass",1997,"improved query performance with variant indexes, acm sigmod intl","p ã?neill, d quass",0,1
2086,2086,conf/sigmod/ONeilQ97,rN34VXyq84YJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,"eon patrick, d quass",0,1
2092,2092,conf/sigmod/Ojjeh99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304245%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,microsoft site server (commerce edition),b ojjeh,1999,microsoft site server (commerce edition),b ojjeh,0,1
2093,2093,conf/sigmod/Olson95,_Q-4G7Fe7xAJ,cover your assets,m olson,1995,cover your assets,d essex,0,0
2096,2096,conf/sigmod/OlstonJW03,D1h_jOHVyA4J,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,1
2101,2101,conf/sigmod/OlstonJW03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974751%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,online appendix to characterizing memory requirements for queries over continuous data streams,j widom,2004,0
2102,2102,conf/sigmod/OlstonJW03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974756%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,characterizing memory requirements for queries over continuous data streams,j widom,2004,0
2103,2103,conf/sigmod/OlstonW02,1uei4ivV-PgJ,best-effort cache synchronization with source cooperation,"c olston, j widom",2002,offering a precision-performance tradeoff for aggregation queries over replicated data twenty-sixty  ,"c olston, j widom",0,0
2120,2120,conf/sigmod/OriaOILY00,xdUDA920uhMJ,disima: a distributed and interoperable image database system,"v oria, m ï¿½zsu, p iglinski, s lin, b yao",2000,disima: a distributed and interoperable image database system,"v oria, mt ã?zsu, pj iglinski, s lin, b yao",2000,1
2156,2156,conf/sigmod/ParkCY95,CG-_La4oAYkJ,an effective hash based algorithm for mining association rules,"j park, m chen, p yu",1995,an efficient algorithm for mining association rules in large databases,s ashok,0,0
2165,2165,conf/sigmod/ParkCY95,rmfK2zWkuagJ,an effective hash based algorithm for mining association rules,"j park, m chen, p yu",1995,an efficient algorithm for mining association rules in large databases,"ase omiecinski, s navathe",0,0
2186,2186,conf/sigmod/PolyzotisG02,obfTDYVJb4gJ,statistical synopses for graph-structured xml databases,"n polyzotis, m garofalakis",2002,statistical synopses for graph-structured xml databases,"n polyzotis, mn garofalakis",2002,1
2188,2188,conf/sigmod/PoosalaIHS96,4eUqHKdkGNoJ,improved histograms for selectivity estimation of range predicates,"v poosala, y ioannidis, p haas, e shekita",1996,"ye loannidis, pj haas, and ej shekita. improved histograms for selectivity estimation of range  ",v poosala,0,1
2191,2191,conf/sigmod/PoosalaIHS96,JamE_usH30EJ,improved histograms for selectivity estimation of range predicates,"v poosala, y ioannidis, p haas, e shekita",1996,selectivity estimation of range predicates using histograms,"v poosala, ye ioannidis, pj haas, ej shekita",0,0
2210,2210,conf/sigmod/RadekeBBEKKN95,bDN03rZhUQEJ,efendi: federated database system of cadlab,"e radeke, r bï¿½ttger, b burkert, y engel, g kachel, s kolmschlag, d nolte",1995,efendi: federated database system of cadlab,"e radeke, r bã¶ttger, b burkert, y engel, g kachel ",1995,1
2224,2224,conf/sigmod/RajagopalanML98,vbi6XDjg0X8J,approximate medians and other quantiles in one pass and with limited memory,"g manku, s rajagopalan, b lindsay",1998,approaxiate medians and other quantiles in one pass and with limited memory,"gs manku, s rajagopalan, bg lindsay",0,1
2241,2241,conf/sigmod/RamaswamyK95,xnNIRajBihoJ,oodb indexing by class-division,"s ramaswamy, p kanellakis",1995,"oodb indexing by class division, apic series","s ramaswamy, p kanellakis",1995,1
2243,2243,conf/sigmod/RamaswamyRS00,VJIHPbki2uAJ,efficient algorithms for mining outliers from large data sets,"s ramaswamy, r rastogi, k shim",2000,efficient algorithms for mining outliers from large data sets,s ramaswamy,2000,1
2265,2265,conf/sigmod/RodriguezR00,dVDzCb6fuJ0J,mocha: a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez, n roussopoulos",2000,mocha: a self-extensible middleware system for distributed data sources,"m rodriguez-martinez, n roussopoulos",0,1
2267,2267,conf/sigmod/RodriguezR00,gi7N9eQiTx4J,mocha: a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez, n roussopoulos",2000,mocha: a self-extensible middleware system for distributed data sources,"m rodrä±guez-martä±nez, n roussopoulos",0,1
2271,2271,conf/sigmod/Rosenthal01,g4p3K22hY_oJ,will database researchers have any role in data security? (panel abstract),a rosenthal,2001,outerjoin simplification and reordering for query optimization,a rosenthal,1997,0
2272,2272,conf/sigmod/Rosenthal01,oD81g1krEKEJ,will database researchers have any role in data security? (panel abstract),a rosenthal,2001,anatomy of a mudular multiple query optimizer,a rosenthal,1988,0
2280,2280,conf/sigmod/Ross00,Qy9P0M6WLmcJ,expressing business rules,r ross,2000,atherosclerosis: current understanding of mechanisms and future strategies in therapy,r ross,1993,0
2286,2286,conf/sigmod/RoussopoulosKR97,H7Pi4AQU00YJ,cubetree: organization of and bulk updates on the data cube,"n roussopoulos, y kotidis, m roussopoulos",1997,cubetree: organization of and bulk incremental updates on the data cube,n roussopoulos,1997,1
2290,2290,conf/sigmod/RoySSB00,0MCbJO8XsEoJ,efficient and extensible algorithms for multi query optimization,"p roy, s seshadri, s sudarshan, s bhobe",2000,efficient algorithms for multi query optimization,"p roy, s seshadri, s sudarshan, s bhobe",0,1
2292,2292,conf/sigmod/RoySSB00,OV6n7LhOe_cJ,efficient and extensible algorithms for multi query optimization,"p roy, s seshadri, s sudarshan, s bhobe",2000,efficient and extensible algorithms for multi query optimization,"d quass, a gupta, i mumick, j widom",0,1
2295,2295,conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,serfing the web: web site management made easy,"e rundensteiner, k claypool, l chen, h su, k oenoki",2000,serfing the web: web site management made easy,"ea rundensteiner, kt claypool, l chen, h su, k  ",0,1
2307,2307,conf/sigmod/SagonasSW94,nF5iGEtihWYJ,xsb as an efficient deductive database engine,"k sagonas, t swift, d warren",1994,"xsb as an efficient deductive database engine, 1993","k sagonas, t swift, ds warren",0,1
2314,2314,conf/sigmod/Sahuguet01,PAcS8vELrawJ,"\kweelt: more than just \""\""yet another framework to query xml!\""\""\""""",a sahuguet,2001,fa: building light-weight wrappers for legacy web datasources using w4f,a sahuguet,0,0
2318,2318,conf/sigmod/SaltenisJLL00,Klh7nU-G4-IJ,indexing the positions of continuously moving objects,"s saltenis, c jensen, s leutenegger, m lopez",2000,indexing the position of continuously moving points,"s saltenis, c jensen, s leutenegger, m lopez",0,1
2322,2322,conf/sigmod/SaltenisJLL00,a7v0bHRrpjMJ,indexing the positions of continuously moving objects,"s saltenis, c jensen, s leutenegger, m lopez",2000,bindexing the positions of continuously moving objects,"s saltenis, cs jensen, st leutenegger, ma lopez",0,1
2328,2328,conf/sigmod/SaltenisJLL00,zM0o4FoKRXIJ,indexing the positions of continuously moving objects,"s saltenis, c jensen, s leutenegger, m lopez",2000,indexing the positions of continuously moving objects,"cs jensen, ma lopez, st leutenegger, s saltenis",1999,1
2329,2329,conf/sigmod/Sarawagi00,-cYYeoF2GwMJ,"i3: intelligent, interactive investigaton of olap data cubes","s sarawagi, g sathe",2000,"i 3: intelligent, interactive investigation of olap cubes","s sarawagi, g sathe",0,1
2340,2340,conf/sigmod/SchusterW01,2VdxGfQWZMkJ,communication efficient distributed mining of association rules,"a schuster, r wolff",2001,efficient mining of association rules in distributed databases,"dw cheung, vt ng, aw fu",1996,0
2381,2381,conf/sigmod/ShanmugasundaramNSR99,tOo-2IqYbpkJ,efficient concurrency control for broadcast environments,"j shanmugasundaram, a nithrakashyap, r sivasankaran, k ramamritham",1999,et. ai. efficient concurrency control for broadcast environments univ,sj shanmugasundsram,0,1
2384,2384,conf/sigmod/Shasha97,r2TwyhAdYecJ,"lessons from wall street: case studies in configuration, tuning, and distribution (tutorial)",,1997,"lessons from wall street: case studies in configuration, tuning, and distribution",d shasha,1997,1
2386,2386,conf/sigmod/ShashaB02,6nTs7QjnfDcJ,"database tuning: principles, experiments, and troubleshooting techniques (part ii)","d shasha, p bonnet",2002,database tuning: principles,"d shasha, p bonnet",0,0
2394,2394,conf/sigmod/ShenNSHS03,LjrsWIr3rhAJ,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"j shen, a ngu, j shepherd, d huynh, q sheng",2003,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"j shen, ahh ngu, j shepherd, dq huynh, qz sheng",2003,1
2397,2397,conf/sigmod/ShenoyHSBBS00,SipDBj3SOb4J,turbo-charging vertical mining of large databases,"p shenoy, j haritsa, s sudarshan, g bhalotia, m bawa, d shah",2000,turbo-charging vertical mining of large databases,"p shenoy, jr haritsa, s sudarshan, g bhalotia, m  ",2000,1
2409,2409,conf/sigmod/ShivakumarG97,0s0j1_xOwpYJ,wave-indices: indexing evolving databases,"n shivakumar, h garcia-molina",1997,finding near-replicas of documents on the web,"n shivakumar, h garcia-molina",1999,0
2414,2414,conf/sigmod/ShklarSKT95,8syHa0WrIW0J,infoharness: a system for search and retrieval of heterogeneous information,"l shklar, a sheth, v kashyap, s thatte",1995,construction of a dynamic thesaurus and its use for associative information retrieval,"h kimoto, t iwadera",0,0
2417,2417,conf/sigmod/ShklarSKT95,Bp69wMYw9DAJ,infoharness: a system for search and retrieval of heterogeneous information,"l shklar, a sheth, v kashyap, s thatte",1995,a multidatabase system for tracking and retrieval of financial data,"m cochinwala, j bradley",1994,0
2424,2424,conf/sigmod/ShuklaD00,kcrWfQEI9G8J,tutorial: ldap directory services - just another database application?,,2000,tutorial: ldap directory services - just another database application?,"s shukla, a deshpande",2000,1
2444,2444,conf/sigmod/Spiro98,u4ZAi-DRoHkJ,"ubiquitous, self-tuning, scalable servers",p spiro,1998,"ubiquitous, self-tuning, scalable servers",p spiro,0,1
2446,2446,conf/sigmod/SrikantA96,9t4Mce85HT4J,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,mining quantitative association rules,"r srikant, r agrawal",0,1
2451,2451,conf/sigmod/SrikantA96,KwgLlNLlaTcJ,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,mining quantitative association rules in large tables,"r srikant, r agrawal",0,1
2452,2452,conf/sigmod/SrikantA96,OqO-ZxObnjgJ,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,mining generalized association rules (expanded version),"r srikant, r agrawal",0,0
2455,2455,conf/sigmod/SrikantA96,WSVs3nCRe8EJ,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,"mining quantitative association rules in large relational tables, to appear in proc","r srikant, r agrawal",0,1
2457,2457,conf/sigmod/SrikantA96,ZBuWjiVOE94J,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,mining quantitative association rules in large relation tables,"r sirkant, r agrawal",0,1
2462,2462,conf/sigmod/SrikantA96,o8sObeHIA40J,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,r. agrawal mining quantitative association rules in large relational tables,r srikant,0,1
2470,2470,conf/sigmod/Stonebraker03,0HMk-YUh4i8J,visionary: a next generation visualization system for databases,m stonebraker,2003,too much middleware,m stonebraker,2002,0
2479,2479,conf/sigmod/Stonebraker03,OiFyf-aJ80cJ,visionary: a next generation visualization system for databases,m stonebraker,2003,"implementationof integrity constraints and views by query modification, proc",m stonebraker,0,0
2484,2484,conf/sigmod/Stonebraker03,_CGWFOx5yt0J,visionary: a next generation visualization system for databases,m stonebraker,2003,visionary: a next generation visualization system for databases,m stonebraker,0,1
2496,2496,conf/sigmod/Stonebraker98,0G3TECvMM6IJ,are we working on the right problems? (panel),m stonebraker,1998,"rowe, database portals-a new application program interface",m stonebraker,0,0
2502,2502,conf/sigmod/Stonebraker98,DDyZXuEtGiwJ,are we working on the right problems? (panel),m stonebraker,1998,the case for partial indexes,m stonebraker,1989,0
2505,2505,conf/sigmod/Stonebraker98,MaTWBAVy-n0J,are we working on the right problems? (panel),m stonebraker,1998,thepostgresdbms  video presentationabstract ,m stonebraker,0,0
2507,2507,conf/sigmod/Stonebraker98,SyOHqrZQEeYJ,are we working on the right problems? (panel),m stonebraker,1998,k a. rowe. the design of postgres,m stonebraker,0,0
2511,2511,conf/sigmod/Stonebraker98,_CGWFOx5yt0J,are we working on the right problems? (panel),m stonebraker,1998,visionary: a next generation visualization system for databases,m stonebraker,0,0
2517,2517,conf/sigmod/Stonebraker98,url:http://portal.acm.org/citation.cfm%3Fid%3D141484%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3D141484%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,are we working on the right problems? (panel),m stonebraker,1998,source acm sigmod record archive,m stonebraker,1992,0
2519,2519,conf/sigmod/Stonebraker98,url:http://portal.acm.org/citation.cfm%3Fid%3D582192,are we working on the right problems? (panel),m stonebraker,1998,source international conference on management of data archive,m stonebraker,1992,0
2534,2534,conf/sigmod/SzalayGKT00,YVCi81Vp9KAJ,designing and mining multi-terabyte astronomy archives: the sloan digital sky survey,"a szalay, p kunszt, a thakar, j gray, d slutz",2000,mining multi-terabyte astronomy archives: the sloan digital sky survey proc. of the conference on  ," szalay, pz kunszt, a thakar, j gray, drs designing",0,1
2538,2538,conf/sigmod/SzalayGKT00,zxOI0ZD8jeIJ,designing and mining multi-terabyte astronomy archives: the sloan digital sky survey,"a szalay, p kunszt, a thakar, j gray, d slutz",2000," , and gray, j.: designing and mining multi-terabyte astronomy archives: the sloan digital sky survey","as szalay, pt kunszt",0,1
2542,2542,conf/sigmod/SzalayGTKMRSv02,OyLhyu7sY24J,the sdss skyserver: public access to the sloan digital sky server data,"a szalay, j gray, a thakar, p kunszt, t malik, j raddick, c stoughton, j vandenberg",2002,"j. raddick c. stoughton j. vandenberh as szalay, pz kunszt. the sdss skyserver: public access to the ",atjgt malik,2002,0
2567,2567,conf/sigmod/ThaperGIK02,PBwqFDIQ79UJ,dynamic multidimensional histograms,"n thaper, s guha, p indyk, n koudas",2002,multidimensional dynamic histograms,"n thaper, s guha, p indyk, n koudas",0,1
2571,2571,conf/sigmod/TheobaldW02,8YMbNjpnb_wJ,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"a theobald, g weikum",2002,adding relevance to xml.,"a theobald, g weikum",2000,0
2573,2573,conf/sigmod/TheobaldW02,vURSrQ14dlkJ,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"a theobald, g weikum",2002,the compass search engine for unified ranked retrieval of heterogenous xml and web data,"j graupmann, m biwer, c zimmer, c zimmer, m bender ",0,0
2588,2588,conf/sigmod/TomasicGS94,kRHYZELNeoIJ,incremental updates of inverted lists for text document retrieval,"a tomasic, h garcia-molina, k shoens",1994,incremental updates of inverted lists for text document retrieval,"a tomasic, h garcia-molina, k shoens",1994,1
2590,2590,conf/sigmod/TomasicGS94,n8krnsf_y30J,incremental updates of inverted lists for text document retrieval,"a tomasic, h garcia-molina, k shoens",1994,incremental updates of inverted lists for text retrieval,"a tomasic, h garcia-molina, k shoens",0,1
2616,2616,conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ,distributed file organization with scalable cost/performance,"r vingralek, y breitbart, g weikum",1994,distributed file organization with scalable cost/performance,"r vingralek, y breitbart, g weikum",1994,1
2633,2633,conf/sigmod/WangPFY03,2W9Mp_ZnqRoJ,vist: a dynamic index method for querying xml data by tree structures,"h wang, s park, w fan, p yu",2003,mining concept-drifting data streams using ensemble classifiers,"h wang, w fan, ps yu, j han",2003,0
2665,2665,conf/sigmod/WhiteD95,6SBwemr2zscJ,implementing crash recovery in quickstore: a performance study,"s white, d dewitt",1995,implementing crash recovery in quickstore: a performance study,", dj dewitt",1995,1
2685,2685,conf/sigmod/WynblattN01,PVUtZWBcxlAJ,the network is the database: data management for highly distributed systems,"j navas, m wynblatt",2001,the network is the database: data management for highly distributed systems,"jc navas, m wynblatt",2001,1
2686,2686,conf/sigmod/WynblattN01,sIKCC5O8RXQJ,the network is the database: data management for highly distributed systems,"j navas, m wynblatt",2001,on the design of a reliable storage component for distributed database management systems,"da menasce, oe landes",0,0
2710,2710,conf/sigmod/ZaianeHLCC98,VCc6IQulRJ4J,multimediaminer: a system prototype for multimedia data mining,"o zaï¿½ane, j han, z li, s chee, j chiang",1998,multimedia-miner: a system prototype formultimedia data mining,"or zaiane, j hanâ?¦",0,1
2716,2716,conf/sigmod/ZhangMCMR02,rvZQMrCOQ1MJ,rainbow: mapping-driven xquery processing system,"x zhang, m mulchandani, s christ, b murphy, e rundensteiner",2002,rainbow: mapping-driven xquery processing system,"x zhang, m mulchandani, s christ, b murphy, ea  ",0,1
2738,2738,conf/sigmod/ZhangRL96,PdBcau_cG-AJ,birch: an efficient data clustering method for very large databases,"t zhang, r ramakrishnan, m livny",1996,ã¢â?¬â?¢ birch: an efficient data clustering method for very large databasesã¢â?¬â?¢,"t zhang, r ramakrishnan, m linvy",0,1
2739,2739,conf/sigmod/ZhangRL96,Q4JDSTBf5_oJ,birch: an efficient data clustering method for very large databases,"t zhang, r ramakrishnan, m livny",1996,"m., l.:â?? birch: an efficient data clustering method for very large databasesâ??","t zhang, r ramakrishnan",0,1
2766,2766,conf/sigmod/ZhaoDNS98,MjGo7AhsPSsJ,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao, p deshpande, j naughton, a shukla",1998,simultaneous optimization and evaluation ofmultiple dimensional queries,"y zhao, p deshpande, j naughton, a shukla",0,1
2790,2790,conf/sigmod/ZhugeGHW95,ylzKvQxmX7cJ,view maintenance in a warehousing environment,"y zhuge, h garcia-molina, j hammer, j widom",1995,"information translation, mediation, and mosaic-based browsing in the tsimmis system","j hammer, h garcia-molina, k ireland, y  ",1995,0
2791,2791,conf/sigmod/ZouS96,DYFIQvOg7rgJ,on-line reorganization of sparsely-populated b+trees,"c zou, b salzberg",1996,on-line reorganization of sparsely-populated b+-trees,"c zou, b salzberg",1996,1
2798,2798,conf/vldb/AbiteboulABBNM03,TD1X4Bo-eYsJ,schema-driven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun, f ngoc, t milo",2003,schema-driven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun,  ",2003,1
2799,2799,conf/vldb/AbiteboulACEMM99,OYOTbj4m7JYJ,active views for electronic commerce,"s abiteboul, b amann, s cluet, a eyal, l mignet, t milo",1999,active views for electronic commerce,s abiteboul,1999,1
2815,2815,conf/vldb/AcharyaFZ96,4AK08s31YqUJ,disseminating updates on broadcast disks,"s acharya, m franklin, s zdonik",1996,disseminating updates onbroadcastdisks,"s acharya, m franklin, s zdonik",0,1
2816,2816,conf/vldb/AcharyaFZ96,9OEjtHuRUzsJ,disseminating updates on broadcast disks,"s acharya, m franklin, s zdonik",1996,balancing push and pull for data broadcast,"s acharya, m franklin, s zdonik",1997,0
2819,2819,conf/vldb/AcharyaFZ96,ccEW59Ac84MJ,disseminating updates on broadcast disks,"s acharya, m franklin, s zdonik",1996,disseminating updates on broadcast disks,"s acharya, mj franklin, s zdonik",1996,1
2837,2837,conf/vldb/AgarwalADGNRS96,iX8lBZBEgSwJ,on the computation of multidimensional aggregates,"s agarwal, r agrawal, p deshpande, a gupta, j naughton, r ramakrishnan, s sarawagi",1996,"raghu ramakrishnan, sunita sarawagi. on the computation of multidimensional aggregates","s agarwal, r agrawal, pm deshpande, a gupta, jf  ",0,1
2839,2839,conf/vldb/AggarwalHWY03,ZFtAmPKKRBQJ,a framework for clustering evolving data streams,"c aggarwal, j han, j wang, p yu",2003,a framework for clustering evolving data streams,"c charu, h jia-wei",0,1
2849,2849,conf/vldb/AgrawalCN00,2Ua-pWTof_YJ,automated selection of materialized views and indexes in sql databases,"s agrawal, s chaudhuri, v narasayya",2000,materialized view and index selection tool for microsoft sql server 2000,"s agrawal, s chaudhuri, v narasayya",2001,0
2857,2857,conf/vldb/AgrawalCN00,U8CMJBaJyX8J,automated selection of materialized views and indexes in sql databases,"s agrawal, s chaudhuri, v narasayya",2000,automated selection of materialized views and indexes in sql databases,"s agrawal, s chaudhuri, vr narasayya",2000,1
2861,2861,conf/vldb/AgrawalK02,4weou-KgkM8J,watermarking relational databases,"r agrawal, j kiernan",2002,watermarking relational databases,"r agrawal, j kiernan",2002,1
