,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
1087,1087,conf/sigmod/FukudaMMT96a,ZGYtJqgVD2cJ,sonar: system for optimized numeric associationrules,"t fukuda, y morimoto, s morishita, t tokuyama",1996,theory of communication,"t fukuda, y morimoto, s morishita, t tokuyama",0,0
8960,8960,journals/vldb/Barbara-MillaG94,_HrMtGbd8yIJ,the demarcation protocol: a technique for maintaining constraints in distributed database systems,"d barbarï¿½, h garcia-molina",1994,a model for optimal database allocation in distributed computer systems,"gm chiu, cs raghavendra",0,0
522,522,conf/sigmod/BrinMUT97,ZAjbM4H53aUJ,dynamic itemset counting and implication rules for market basket data,"s brin, r motwani, j ullman, s tsur",1997,dynamic itemset counting and implication rules,"s brin, r motwani, j ullman, s tsur",0,1
7991,7991,journals/sigmod/TatarinovIMHSDDKMM03,0JPhnHlRGOoJ,the piazza peer data management project,"i tatarinov, z ives, j madhavan, a halevy, d suciu, n dalvi, x dong, y kadiyska, g miklau, p mork",2003,the piazza peer data management project,i tatarinovâ?¦,2003,1
3546,3546,conf/vldb/CuiW01,BhAwOOrirawJ,lineage tracing for general data warehouse transformations,"y cui, j widom",2001,run-time translation of view tuple deletions using data lineage,"y cui, j widom",0,0
2590,2590,conf/sigmod/TomasicGS94,n8krnsf_y30J,incremental updates of inverted lists for text document retrieval,"a tomasic, h garcia-molina, k shoens",1994,incremental updates of inverted lists for text retrieval,"a tomasic, h garcia-molina, k shoens",0,1
8912,8912,journals/vldb/Atkinson00,KPTq63wCGV4J,guest editorial,,2000,guest editorial,"m huhns, g weiss",1998,0
5635,5635,journals/sigmod/Aberer02a,fnt5G2r4MaYJ,book review column,k aberer,2002,peer to peer data management: introduction to a special issue,k aberer,0,0
4673,4673,conf/vldb/OlstonW00,fzIAU5XQeo4J,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston, j widom",2000,offering a precision-performance tradeoff for aggregation queries over replicated data. submitted  ,"c olston, j widom",0,1
5868,5868,journals/sigmod/BerndtssonH96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1107515%26type%3Dpdf,workshop report: the first international workshop on active and real-time database systems (artdb-95),,1996,report on the first ieee international workshop on networking meets databases (netdbâ??05),"c shahabi, r govindan, k aberer",2005,0
5530,5530,conf/vldb/YiF00,jlAeV2gH64QJ,fast time sequence indexing for arbitrary lp norms,"b yi, c faloutsos",2000,fast time sequence indexing for arbitrary lp norms [a],"y byoung-kee, f christos",2000,1
6675,6675,journals/sigmod/GruenwaldBDGSSV99,url:http://portal.acm.org/citation.cfm%3Fid%3D140979.141004%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,database research at the university of oklahoma,"l gruenwald, l brown, r dirckze, s guinepain, c sï¿½nchez, b summers, s vanichayobon",1999,database research activities at the university of vienna,"am tjoa, g vinek",1992,0
6992,6992,journals/sigmod/LabrinidisR00,rKbwxobcJZYJ,generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"a labrinidis, n roussopoulos",2000,exploring the tradeoff between performance and data freshness in database-driven web servers,"a labrinidis, n roussopoulos",2004,0
5780,5780,journals/sigmod/AlonsoCIM95,5LlePa4wQmEJ,managing video data in a mobile environment,"r alonso, y chang, l iftode, v mani",1995,managing video data in a mobile environment,"r alonso, yl chang, l iftode",1995,1
2920,2920,conf/vldb/AgrawalS94,cUVJ8Svrad0J,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining generalized association rules,"r agrawal, r srikant",0,0
81,81,conf/sigmod/2003,url:http://portal.acm.org/citation.cfm%3Fid%3D50202%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D50202%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%26CFID%3D11111111%26CFTOKEN%3D2222222,"proceedings of the 2003 acm sigmod international conference on management of data, san diego, california, usa, june 9-12, 2003",,2003,source international conference on management of data archive,"h boral, pa larson",1988,0
4909,4909,conf/vldb/Sarawagi00,BJ0pr7FqzzoJ,user-adaptive exploration of multidimensional data,s sarawagi,2000,automation in information extraction and data integration,s sarawagi,0,0
8264,8264,journals/sigmod/Winslett94,dMNA36iCZl0J,progress on hpcc and nii,m winslett,1994,k. smith entity modeling in the mls relational model,m winslett,0,0
865,865,conf/sigmod/DasuJMS02,Qywc8AsElxEJ,"\mining database structure; or, how to build a data quality browser\""""","t dasu, t johnson, s muthukrishnan, v shkapenyuk",2002,mining database structure; or howto build a data quality browser,"t dasu, t johnson, s muthukrishnan, v shkapenyuk",0,1
5696,5696,journals/sigmod/Aberer03a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1083797%26type%3Dpdf,"report on the first international conference on ontologies, databases and applications of semantics",,2003,report on the ninth conference on software engineering and databases (jisbd 2004),"j hernã¡ndez, e pimentel, a toval",2005,0
4841,4841,conf/vldb/RossS97,mrH-8zANwLwJ,fast computation of sparse datacubes,"k ross, d srivastava",1997,fast computation of sparse datacubes,"a kenneth, d srivastava",0,1
2340,2340,conf/sigmod/SchusterW01,2VdxGfQWZMkJ,communication efficient distributed mining of association rules,"a schuster, r wolff",2001,efficient mining of association rules in distributed databases,"dw cheung, vt ng, aw fu",1996,0
2542,2542,conf/sigmod/SzalayGTKMRSv02,OyLhyu7sY24J,the sdss skyserver: public access to the sloan digital sky server data,"a szalay, j gray, a thakar, p kunszt, t malik, j raddick, c stoughton, j vandenberg",2002,"j. raddick c. stoughton j. vandenberh as szalay, pz kunszt. the sdss skyserver: public access to the ",atjgt malik,2002,0
3986,3986,conf/vldb/HelmerWM98,7Ycm8V-i9g0J,diag-join: an opportunistic join algorithm for 1:n relationships,"s helmer, t westmann, g moerkotte",1998,diag-join: an opportunistic join algorithm for 1: n relationships,shtwg moerkotte,0,1
3650,3650,conf/vldb/EsterKSWX98,ttS47CoypEUJ,incremental clustering for mining in a data warehousing environment,"m ester, h kriegel, j sander, m wimmer, x xu",1998,a tool for supporting transformation and data &amp; metadata lineage in a warehousing environment,"as de santana, amc moura",0,0
3779,3779,conf/vldb/GehrkeRG98,hobnzQKRlK4J,rainforest - a framework for fast decision tree construction of large datasets,"j gehrke, r ramakrishnan, v ganti",1998,rainforestâ??a framework for fast decision tree construction of large datasets,"j gehrke, r ramakrishnan, v ganti",2000,1
486,486,conf/sigmod/BratsbergT00,356Jyb4b6rYJ,tutorial: designing an ultra highly available dbms,,2000,designing an ultra highly available dbms (tutorial session),"se bratsberg, ã? torbjã¸rnsen",2000,1
328,328,conf/sigmod/AtzeniT97,Qu1sEXDXeHIJ,mdm: a multiple-data-model tool for the management of heterogeneous database schemes,"p atzeni, r torlone",1997,updating relational databases through weak instance interfaces,"p atzeni, r torlone",1992,0
2505,2505,conf/sigmod/Stonebraker98,MaTWBAVy-n0J,are we working on the right problems? (panel),m stonebraker,1998,thepostgresdbms  video presentationabstract ,m stonebraker,0,0
257,257,conf/sigmod/AgrawalS00,nDgZsMNOofwJ,privacy-preserving data mining,"r agrawal, r srikant",2000,jorge b. bocca and matthias jarke and carlo zaniolo,"r agrawal, r srikant",0,0
3827,3827,conf/vldb/GoldmanW97,l5GboAkBH1AJ,dataguides: enabling query formulation and optimization in semistructured databases,"r goldman, j widom",1997,"dataguides: enabling query formulation and optimization in semi-structured databases, the 23rd int","r goldman, j widom",0,1
7020,7020,journals/sigmod/LenzVJS03,8Dj_i69XP60J,report on the 5th international workshop on the design and management of data warehouses (dmdw'03),,2003,workshop report: the first international workshop on active and real-time database systems,"m berndtsson, j hansson",0,0
9234,9234,journals/vldb/HjaltasonS02,FH41DtWf_jAJ,speeding up construction of pmr quadtree-based spatial indexes,"g hjaltason, h samet",2002,speeding up construction of pmr quadtree-based spatial indexes,"gr hjaltason, h samet",2002,1
9484,9484,journals/vldb/ShanmugasundaramSBCLPR01,MSw9OnOdcVEJ,efficiently publishing relational data as xml documents,"j shanmugasundaram, e shekita, r barr, m carey, b lindsay, h pirahesh, b reinwald",2001,efficiently publishing relational data as xml documents,"m carey, b lindsay, h pirahesh, b reinwald",0,1
4317,4317,conf/vldb/Leymann03,url:http://www.vldb.org/conf/2003/papers/S32P01.pdf,grid and applications (industrial session),f leymann,2003,grid and applications (industrial session),f leymann,2003,1
3446,3446,conf/vldb/ChenDZ03,cCpHMzAXRnsJ,rrxf: redundancy reducing xml storage in relations,"y chen, s davidson, c hara, y zheng",2003,rrxs: redundancy reducing xml storage in relations,"y chen, s davidson, c hara, y zheng",2003,1
8076,8076,journals/sigmod/Widom95,vgcXH5aVpdgJ,editor's notes,j widom,1995,editor's notes,tw banta,0,0
4559,4559,conf/vldb/Mohan02a,wI6vEf7tAE0J,an efficient method for performing record deletions and updates using index scans,c mohan,2002,aries/im: an efficient and high concurrency index management method using write-ahead,"c mohan, f levine",1989,0
5399,5399,conf/vldb/VorugantiOU99,ItOlYY7ITt0J,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, mt ã?zsu, rc unrau",1999,1
9465,9465,journals/vldb/ScheuermannWZ98,fDLB2PxWQLAJ,data partitioning and load balancing in parallel disk systems,"p scheuermann, g weikum, p zabback",1998,load balancing in parallel disk systems,d partitioning,0,0
6387,6387,journals/sigmod/Franklin00a,_cil6uzFNtsJ,editor's notes,m franklin,2000,editor's notes,sb merriam,0,0
8114,8114,journals/sigmod/Widom96,ntqMqfgRXM4J,editor's notes,j widom,1996,editor's notes,r goldstein,1996,0
8816,8816,journals/tods/YanG94,fx6kDLBa8q8J,index structures for selective dissemination of information under the boolean model,"t yan, h garcia-molina",1994,index structures for selective d of information under the boolean model,"t yan, h garcia-molina",1994,1
3592,3592,conf/vldb/DeRose99,_7DyRIjTceAJ,"what do those weird xml types want, anyway?",s derose,1999,"what do those weird xml types want, anyway?",sj derose,1999,1
3030,3030,conf/vldb/AnandBH94,url:http://portal.acm.org/citation.cfm%3Fid%3D1083592.1083761,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand, d bell, j hughes",1994,wise-integrator: a system for extracting and integrating complex web search interfaces of the deep  ,"h he, w meng, c yu, z wu",2005,0
8931,8931,journals/vldb/AtkinsonM95,N5Got4HigPgJ,orthogonally persistent object systems,"m atkinson, r morrison",1995,orthogonally persistent object systems,"m atkinson, r morrison",1995,1
3388,3388,conf/vldb/ChangG97,wDrwjYtI4uEJ,effective memory use in a media server,"e chang, h garcia-molina",1997,"ã¢â?¬â? effective memory use in a media server, ã¢â?¬â?","e chang, h garcia-molina",0,1
3934,3934,conf/vldb/HalversonBKKRTVWND03,GGX9LS25OhwJ,mixed mode xml query processing,"a halverson, j burger, l galanis, a kini, r krishnamurthy, a rao, f tian, s viglas, y wang, j naughton, d dewitt",2003,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas, jf naughton, j burger",2003,0
8947,8947,journals/vldb/AtluriJY03,url:http://www.springerlink.com/index/0YKCKU5LKG6G102T.pdf,guest editorial,,2003,guest editorial,"p atzeni, ao mendelzon",2000,0
7459,7459,journals/sigmod/Qian95a,4Y125m3-bsYJ,"turmoil at nasa, and numerous funding announcements",x qian,1995,the deductive synthesis of database transactions,x qian,1993,0
1304,1304,conf/sigmod/GunopulosD01,LBp-UtmfcScJ,time series similarity measures and time series indexing,,2001,time series similarity search measures and time series indexing,"d gunopoulos, g das",0,1
7864,7864,journals/sigmod/Snodgrass94,ReOfuE1ytx4J,overview of the special section on temporal database infrastructure,r snodgrass,1994,cmm and tods,r snodgrass,2005,0
4644,4644,conf/vldb/NgH94,AJ7Qj_bt0ZoJ,efficient and effective clustering methods for spatial data mining,"r ng, j han",1994,efficient and effective cluster method for spatial data mining,"r ng, j han",0,1
6980,6980,journals/sigmod/KuokFW98,qyXhN3CrVQ8J,mining fuzzy association rules in databases,"c kuok, a fu, m wong",1998,mining fuzzy association rules in databases.,acms anthology,1998,1
2290,2290,conf/sigmod/RoySSB00,0MCbJO8XsEoJ,efficient and extensible algorithms for multi query optimization,"p roy, s seshadri, s sudarshan, s bhobe",2000,efficient algorithms for multi query optimization,"p roy, s seshadri, s sudarshan, s bhobe",0,1
6027,6027,journals/sigmod/ChaudhuriD97,mzlMwJTYaDcJ,an overview of data warehousing and olap technology,"s chaudhuri, u dayal",1997,"s., dayal, u.: an overview of datawarehousing and olap technology",cd chaudhuri,0,1
8396,8396,journals/tods/ChakrabartiKMP02,Cy8VDlIamc8J,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti, e keogh, s mehrotra, m pazzani",2002,mehrotra. 2001. locally adaptive dimensionality reduction for indexing large time series databases,"e keogh, k chakrabarti, m pazzani",0,1
1295,1295,conf/sigmod/GuhaRS98,iSkco-aumngJ,cure: an efficient clustering algorithm for large databases,"s guha, r rastogi, k shim",1998,"r. and shim, k. 1998. cure: an efficient clustering algorithm for large databases","s guha, r rastogi",0,1
7133,7133,journals/sigmod/Liu02b,TUOBVMb4PBsJ,editor's notes,l liu,2002,editor's notes,dw leslie,0,0
9556,9556,journals/vldb/YangW03,XKzB3b0HVIgJ,incremental computation and maintenance of temporal aggregates,"j yang, j widom",2003,jennifer widom. incremental computation and maintenance of temporal aggregates,y jun,0,0
4435,4435,conf/vldb/MeccaCM01,4pkdRl98wMQJ,roadrunner: towards automatic data extraction from large web sites,"v crescenzi, g mecca, p merialdo",2001,automatic annotation of data extracted from large web sites,"l arlotta, v crescenzi, g mecca, p merialdo",0,0
2956,2956,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02,ZA149IuDkRQJ,obk - an online high energy physics' meta-data repository,"i alexandrov, a amorim, e badescu, m barczyk, d burckhart-chromek, m caprini, m dobson, j flammer, r hart, r jones, a kazarov, s kolos, v kotov, d liko, l lucio, l mapelli, m mineev, l moneta, i papadopoulos, m nassiakou, n parrington, l pedro, a ribeiro,",2002,shock wave therapy for lateral elbow pain,"r buchbinder, s green, m white, l barnsley, n  ",2002,0
9471,9471,journals/vldb/Sciore94,oZTcAakiReYJ,versioning and configuration management in an object-oriented data model,e sciore,1994,improving semantic specification in the database relational model,e sciore,0,0
8758,8758,journals/tods/Snodgrass01a,url:http://www.springerlink.com/index/N2VQ4NK4H736R74T.pdf,editorial,,2001,editorial,"p muschamp, j hill",2004,0
6703,6703,journals/sigmod/Halevy03,706PCMwA_E4J,learning about data integration challenges from day one,a halevy,2003,learning about data integration challenges from day one,a halevy,2003,1
4333,4333,conf/vldb/LiRS99,Bf44yXvb6EAJ,aggregation algorithms for very large compressed data warehouses,"j li, d rotem, j srivastava",1999,aggregation algorithms for very large compressed data warehouses,j li,1999,1
7205,7205,journals/sigmod/Liu03c,_cil6uzFNtsJ,editor's notes,l liu,2003,editor's notes,sb merriam,0,0
1877,1877,conf/sigmod/MissikoffT94,23QwSzC7vecJ,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"m missikoff, m toiati",1994,a formal approach to the defmmon and the design of conceptual schemata for database systems,"c zolo, ma melkanofp",0,0
7931,7931,journals/sigmod/Stonebraker02,aIowdqRMIZwJ,too much middleware,m stonebraker,2002,hypothetical data bases as views,m stonebraker,0,0
7920,7920,journals/sigmod/Stonebraker02,DDyZXuEtGiwJ,too much middleware,m stonebraker,2002,the case for partial indexes,m stonebraker,1989,0
4045,4045,conf/vldb/Ioannidis03,3IEr_j-1YNIJ,the history of histograms (abridged),y ioannidis,2003,"e. and kang, y.â?? ra ndomized algor ithms f or optiâ??m izin g imse joi n queries.â??",y ioannidis,0,0
42,42,conf/sigmod/2002,url:http://portal.acm.org/citation.cfm%3Fid%3D16894%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D16894%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,"proceedings of the 2002 acm sigmod international conference on management of data, madison, wisconsin, june 3-6, 2002",,2002,source international conference on management of data archive,c zaniolo,1986,0
7141,7141,journals/sigmod/Liu02b,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,l liu,2002,editor's notes,l sechrest,1993,0
6344,6344,journals/sigmod/Fong95,rgJU30QjbhkJ,mapping extended entity relationship model to object modeling technique,j fong,1995,converting relational to object-oriented databases,j fong,1997,0
6734,6734,journals/sigmod/Han98,qmIdBy8oNgEJ,towards on-line analytical mining in large databases,j han,1998,towards on-line analytical mining in lare database sysytems [c],j han,0,1
2063,2063,conf/sigmod/NguyenS96,Cd4NNuZnIn8J,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,accessing relational databases from the world wide web,"t nguyen, v srinivasan",1996,1
6096,6096,journals/sigmod/CruzKLSWY02,url:http://portal.acm.org/citation.cfm%3Fid%3D333607.333616%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,research activities in database management and information retrieval at the university of illinois at chicago,"i cruz, a khokhar, b liu, a sistla, o wolfson, c yu",2002,database research at the university of oklahoma,"l brown, r dirckze, s guinepain, c sanchez, b  ",1999,0
1340,1340,conf/sigmod/Han96,YeECtAvkBkQJ,data mining techniques,j han,1996,data mining techniques,"mja berry, g linoff",1997,0
6383,6383,journals/sigmod/Franklin00,zMW_rq3S6VgJ,editor's notes,m franklin,2000,editor's notes,te cyrs,0,0
4688,4688,conf/vldb/OzdenBRS94,T4zyjvy9GdcJ,a low-cost storage server for movie on demand databases,"b ï¿½zden, a biliris, r rastogi, a silberschatz",1994,a low-cost storage serverfor movie on demand databases,"b ozden, a biliris, r rastogi, a silberschatz",0,1
3131,3131,conf/vldb/BerchtoldKK96,DDX7y0WvbRMJ,the x-tree : an index structure for high-dimensional data,"s berchtold, d keim, h kriegel",1996,"keim, andhans-peter kriegel. an index structure for high-dimensional data",da stefanberchtold,0,1
9274,9274,journals/vldb/KraissW98,yabWSyqur-8J,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"a kraiss, g weikum",1998,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions ,"a kraiss, g weikum",0,1
7768,7768,journals/sigmod/SmithO99,S-LYnzS1K70J,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith, l obrst",1999,semantic interoperability in global information systems: a brief introduction to the research and  ,"a ouksel, a sheth",0,0
5739,5739,journals/sigmod/Aberer03d,url:http://portal.acm.org/citation.cfm%3Fid%3D603867.603869%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2003,advanced xml data processing: guest editor's introduction,k aberer,2001,0
7744,7744,journals/sigmod/ShethGJRSWW96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959086%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,report from the nsf workshop on workflow and process automation in information systems,,1996,information integration on the web: a view from ai and databases (report on iiweb-03)â£,"s kambhampati, ca knoblock",2003,0
4794,4794,conf/vldb/RamakrishnanR96,3y1e-H-FdC0J,modeling design versions,"r ramakrishnan, d ram",1996,modeling design versions,"r ramakrishnan, dj ram",1996,1
4823,4823,conf/vldb/RezendeH98,njuthCBUMPAJ,the heterogeneity problem and middleware technology: experiences with and performance of database gateways,"f rezende, k hergula",1998,the heterogeneity problem and middleware technology: experiences with and performance of database  ,"f de ferreira rezende, k hergula",1998,1
8916,8916,journals/vldb/Atkinson00,O0IEHbFkD3oJ,guest editorial,,2000,guest editorial,"j mai, e marani, s hakomori",1992,0
983,983,conf/sigmod/FaloutsosL95,43b8e16YZlEJ,"fastmap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","c faloutsos, k lin",1995,"und lin, k.-i.(1995). fastmap: a fast algorithm for indexing, data-mining and visualization of  ",c faloutsos,0,1
5677,5677,journals/sigmod/Aberer02c,url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637423%26dl%3Dportal%26dl%3DACM%26type%3Dissue%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,reviews: book reviews table of contents,k aberer,2002,0
343,343,conf/sigmod/BabcockO03,acnzsOLHFywJ,distributed top-k monitoring,"b babcock, c olston",2003,distributed top-k monitoring,"b babcock, c olston",0,1
8447,8447,journals/tods/Chomicki95,zc9i-P-OfU4J,efficient checking of temporal integrity constraints using bounded history encoding,j chomicki,1995,temporal inegrity constraints in relational databases,j chomicki,0,0
8452,8452,journals/tods/CiacciaP02,LZAE3r3rxbsJ,searching in metric spaces with user-defined and approximate distances,"p ciaccia, m patella",2002,zezula pm-tree: an efficient access method for similarity search in metric spaces [c],"p ciaccia, m patella",0,0
9493,9493,journals/vldb/SheikholeslamiCZ00,D--FfiSLlMwJ,wavecluster: a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami, s chatterjee, a zhang",2000,mironlivny. birch: an efficient data clustering method for very large databases,rr tianzhang,0,0
1424,1424,conf/sigmod/HinneburgK99,C9imFvgrSvAJ,clustering methods for large databases: from the past to the future,"a hinneburg, d keim",1999,clustering methods for large databases: from the past to the future,"a hinneburg, da keim",1999,1
1366,1366,conf/sigmod/HanKS97,yzL3Kfsz8scJ,geominer: a system prototype for spatial data mining,"j han, k koperski, n stefanovic",1997,n. stefanovic 1997 â??geominer: a system prototype for spatial data miningâ??,"j han, k koperski",0,1
358,358,conf/sigmod/BarbosaMKL02,ueKnwQCE3nIJ,toxgene: a template-based data generator for xml,"d barbosa, a mendelzon, j keenleyside, k lyons",2002,toxgene: an extensible template-based data generator for xml.,"d barbosa, ao mendelzon, j keenleyside, ka lyons",0,1
5436,5436,conf/vldb/WangZ00,WtD34B68XEUJ,using sql to build new aggregates and extenders for object- relational systems,"h wang, c zaniolo",2000,using sql to build new aggregates and extenders for object-relational systems,hwc zaniolo,0,1
7624,7624,journals/sigmod/RossIJP00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D390004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,2000,reminiscences on influential papers,e bertino,1976,0
5496,5496,conf/vldb/YagoubFIV00,195Hlqu94qEJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,1
9133,9133,journals/vldb/FengYLH02,Uxh3R2hfBOAJ,a template model for multidimensional inter-transactional association rules,"l feng, j yu, h lu, j han",2002,a template model for multidimensional inter-transactional association rules,"l feng, jx yu, h lu, j han",2002,1
2470,2470,conf/sigmod/Stonebraker03,0HMk-YUh4i8J,visionary: a next generation visualization system for databases,m stonebraker,2003,too much middleware,m stonebraker,2002,0
3862,3862,conf/vldb/Graefe99,abTf57w_9OAJ,the value of merge-join and hash-join in sql server,g graefe,1999,encapsulation of parallelism in the volcano query processing systems,g graefe,0,0
2790,2790,conf/sigmod/ZhugeGHW95,ylzKvQxmX7cJ,view maintenance in a warehousing environment,"y zhuge, h garcia-molina, j hammer, j widom",1995,"information translation, mediation, and mosaic-based browsing in the tsimmis system","j hammer, h garcia-molina, k ireland, y  ",1995,0
5615,5615,journals/sigmod/Aberer02,_hb7jvkdltcJ,book review column,k aberer,2002,special topic section on peer to peer data management,k aberer,0,0
4847,4847,conf/vldb/RothS97,9xWSlRBwaPIJ,"don't scrap it, wrap it! a wrapper architecture for legacy data sources","m roth, p schwarz",1997,"donâ??t scrap it, wrap it! a wrapper architecture for legacy data","m roth, p schwarz",1997,1
140,140,conf/sigmod/AcharyaGPR99a,s064OghlyIUJ,join synopses for approximate query answering,"s acharya, p gibbons, v poosala, s ramaswamy",1999,the aqua approximate query answering system,"s acharya, pb gibbons, v poosala, s ramaswamy",1999,0
3989,3989,conf/vldb/HinneburgAK00,1ambq2RMGMoJ,what is the nearest neighbor in high dimensional spaces?,"a hinneburg, c aggarwal, d keim",2000,what is the nearest neighbor in high dimensional spaces?,"a hinneburg, cc aggarwal, da keim",2000,1
4905,4905,conf/vldb/SakuraiYUK00,vI9c-zUADl8J,the a-tree: an index structure for high-dimensional spaces using relative approximation,"y sakurai, m yoshikawa, s uemura, h kojima",2000,the hybrid tree: an index structure for high dimensional feature spaces,"k chakrabarti, s mehrotra",0,0
2905,2905,conf/vldb/AgrawalS94,P0age7qyZacJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,1
5758,5758,journals/sigmod/Abiteboul99,lV0HWh9QLUQJ,on views and xml,s abiteboul,1999,data on the web: from relations to semistructured data and xml,s abiteboul,1999,0
7457,7457,journals/sigmod/Qian95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D234903%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,political winds change direction again,x qian,1995,scientists called upon to take actions,x qian,1996,0
536,536,conf/sigmod/BrownCL96,H4A7nUWyXtQJ,goal-oriented buffer management revisited,"k brown, m carey, m livny",1996,goal-oriented buffer management revisited,"kp brown, mj carey, m livny",1996,1
692,692,conf/sigmod/ChaudhuriG96,l-Sn0enuHxkJ,optimizing queries over multimedia repositories,"s chaudhuri, l gravano",1996,evaluating top-k selection queries,"s chaudhuri, l gravano",1999,0
6352,6352,journals/sigmod/FowlerPNB99,IgAEpc8ulvYJ,agent-based semantic interoperability in infosleuth,"j fowler, b perry, m nodine, b bargmeyer",1999,agent-based semantic interoperability in infosleuth,"b bargmeyer, j fowler, m nodine, b perry",0,1
1782,1782,conf/sigmod/LivnyRBCDLMW97,1rcDwhVp-o8J,devise: integrated querying and visualization of large datasets,"m livny, r ramakrishnan, k beyer, g chen, d donjerkovic, s lawande, j myllymaki, r wenger",1997,devise (demo abstract): integrated querying and visual exploration of large datasets,"m livny, r ramakrishnan, k beyer, g chen, d  ",1997,0
6951,6951,journals/sigmod/Konig-RiesMMPPRSVW02,FIxl60DSBqgJ,report on the nsf workshop on building an infrastructure for mobile and wireless systems,,2002,"p. veijalainen, j. and volfson, o. reports: on building an infrastructure for mobile and wireless  ","b konig-ries, k makki, s makki, c perkins, n  ",0,1
1625,1625,conf/sigmod/KornackerMH97,O81USJg2EhwJ,concurrency and recovery in generalized search trees,"m kornacker, c mohan, j hellerstein",1997,concurrency and recovery in generalized search trees,m kornacker,1997,1
4969,4969,conf/vldb/SavasereON95,CG-_La4oAYkJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,an efficient algorithm for mining association rules in large databases,s ashok,0,1
4588,4588,conf/vldb/Mohan99,p0wBdI_JiXMJ,repeating history beyond aries,c mohan,1999,in: technology for web services,c mohan,0,0
1856,1856,conf/sigmod/McAuliffeCS96,c__Nxyn_uvwJ,towards effective and efficient free space management,"m mcauliffe, m carey, m solomon",1996,towards effective and efficient free space management,"ml mcaulie, mj carey, mh solomon",0,1
3471,3471,conf/vldb/ChoG00,0ofvccnIJ-0J,the evolution of the web and implications for an incremental crawler,"j cho, h garcia-molina",2000,the evolution of the web and implications for an incremental crawler. 26th intl,"j cho, h garcia-molina",0,1
