,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
8409,8409,journals/tods/ChaudhuriS99,hk2lzbke6hQJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,optimization of predicates with user-defined predicates,"s chaudhuri, k shim",0,1
2093,2093,conf/sigmod/Olson95,_Q-4G7Fe7xAJ,cover your assets,m olson,1995,cover your assets,d essex,0,0
6320,6320,journals/sigmod/Fagin02,vgDeuWNi7XYJ,combining fuzzy information: an overview,r fagin,2002,a normal form for relational databases that is based on domains and keys,r fagin,1981,0
5438,5438,conf/vldb/WangZL03,riaC3OU0IL8J,atlas: a small but complete sql extension for data mining and data streams,"h wang, c zaniolo, c luo",2003,a native extension of sql for mining data streams,"c luo, h thakkar, h wang, c zaniolo",2005,0
2588,2588,conf/sigmod/TomasicGS94,kRHYZELNeoIJ,incremental updates of inverted lists for text document retrieval,"a tomasic, h garcia-molina, k shoens",1994,incremental updates of inverted lists for text document retrieval,"a tomasic, h garcia-molina, k shoens",1994,1
3371,3371,conf/vldb/ChanFFGR02,ORkxHLb7dvcJ,tree pattern aggregation for scalable xml data dissemination,"c chan, w fan, p felber, m garofalakis, r rastogi",2002,efficient filtering of xml documents with xpath expressions,"cy chan, p felber, m garofalakis, r rastogi",2002,0
6381,6381,journals/sigmod/Franklin00,vgcXH5aVpdgJ,editor's notes,m franklin,2000,editor's notes,tw banta,0,0
40,40,conf/sigmod/2002,url:http://portal.acm.org/citation.cfm%3Fcoll%3DGUIDE%26dl%3DGUIDE%26id%3D276377,"proceedings of the 2002 acm sigmod international conference on management of data, madison, wisconsin, june 3-6, 2002",,2002,full text pdf format pdf (424 kb)source international conference on management of data archive,"c olston, a woodruff, a aiken, m chu, v ercegovac, ",1998,0
9525,9525,journals/vldb/SivasankaranSTPR96,x2c_pMyVtCoJ,priority assignment in real-time active databases,"r sivasankaran, j stankovic, d towsley, b purimetla, k ramamritham",1996,priority assignment in real-time active databases,"b purimetla, rm sivasankaran, ja stankovic, k  ",1994,1
4375,4375,conf/vldb/LudasaherGM00,91aclF_THQwJ,model-based information integration in a neuroscience mediator system,"b ludï¿½scher, a gupta, m martone",2000,a mediator system for model-based information integration,"b ludã¤scher, a gupta, m martone",0,0
7221,7221,journals/sigmod/Lomet01,fI5o4MfWwzIJ,the evolution of effective b-tree: page organization and techniques: a personal account,d lomet,2001,the evolution of effective b-tree: page organization and techniques: a personal account,d lomet,2001,1
6359,6359,journals/sigmod/FrankGGJKLMNPSSSTW99,HJRR7GGfD6sJ,chorochronos: a research network for spatiotemporal database systems,"a frank, s grumbach, r gï¿½ting, c jensen, m koubarakis, n lorentzos, y manolopoulos, e nardelli, b pernici, h schek, m scholl, t sellis, b theodoulidis, p widmayer",1999,chorochronosâ??a research network for spatiotemporal database systems,a frank,1999,1
8310,8310,journals/sigmod/WuY00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,report on second international workshop on advanced issues of e-commerce and web-based information systems,,2000,workshop report: the first international workshop on active and real-time database systems (artdb-95 ,"m berndtsson, j hansson",1996,0
4817,4817,conf/vldb/RastogiS98,gkEOPxIM4GkJ,public: a decision tree classifier that integrates building and pruning,"r rastogi, k shim",1998,public: a decision tree classifier that integrates building and pruning. data mining and knwoledge  ,"r rastogi, k shim",2000,1
5316,5316,conf/vldb/SundaraHCAS01,FBibYDQ53xYJ,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,"s sundara, y hu, t chorma, n agarwal, j srinivasan",2001,developing an xml framework for an electronic document delivery system,"sc yu, rs chen",2001,0
7427,7427,journals/sigmod/PuSW01,E9jAHlDe-50J,infosphere project: system support for information flow applications,"c pu, k schwan, j walpole",2001,infosphere project: an overview,"c pu, k schwan, j walpole",0,0
8423,8423,journals/tods/ChenHM95,W0L9nOcuhmIJ,an execution model for limited ambiguity rules and its application to derived data update,"i chen, r hull, d mcleod",1995,bulk-loading technique for object databases and an application to relational data,"sa yahia, s cluet, c delobel",0,0
4968,4968,conf/vldb/SavasereON95,A3XtQdi1j5UJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,an effective hash based algorithm for mining association rules,"sp jong, sc ming, sy philip",0,0
8571,8571,journals/tods/Jimenez-PerisPAK03,yj7oLWfPR4gJ,are quorums an alternative for data replication?,"r jimï¿½nez-peris, m patiï¿½o-martï¿½nez, g alonso, b kemme",2003,are quorums an alternative for data replication?,"r jimenez-peris, m patino-martinez, g alonso, b  ",2003,1
2534,2534,conf/sigmod/SzalayGKT00,YVCi81Vp9KAJ,designing and mining multi-terabyte astronomy archives: the sloan digital sky survey,"a szalay, p kunszt, a thakar, j gray, d slutz",2000,mining multi-terabyte astronomy archives: the sloan digital sky survey proc. of the conference on  ," szalay, pz kunszt, a thakar, j gray, drs designing",0,1
2616,2616,conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ,distributed file organization with scalable cost/performance,"r vingralek, y breitbart, g weikum",1994,distributed file organization with scalable cost/performance,"r vingralek, y breitbart, g weikum",1994,1
4469,4469,conf/vldb/MiklauS03,tsk4BAdtZmIJ,controlling access to published data using cryptography,"g miklau, d suciu",2003,controlling access to published data using cryptography,m datenbanken,0,0
3996,3996,conf/vldb/HoelS95,k7DhyrzUMSoJ,benchmarking spatial join operations with spatial output,"e hoel, h samet",1995,1995 . benchmarking spatial join operations with spatial output,"eg hoel, h samet",0,1
2573,2573,conf/sigmod/TheobaldW02,vURSrQ14dlkJ,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"a theobald, g weikum",2002,the compass search engine for unified ranked retrieval of heterogenous xml and web data,"j graupmann, m biwer, c zimmer, c zimmer, m bender ",0,0
1046,1046,conf/sigmod/ForlizziGNS00,4k4fUbwNV8UJ,a data model and data structures for moving objects databases,"l forlizzi, r gï¿½ting, e nardelli, m schneider",2000,a data model and data structures for moving objects,"l forlizzi, rh guting, e nardelli, m scheider",0,1
5499,5499,conf/vldb/YagoubFIV00,wJsdBel2n3EJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,"caching strategies for data-intensive web sites, in â??vldb conferenceâ??","k yagoub, d florescu, p valduriez, v issarny",0,1
9315,9315,journals/vldb/LinJF94,KLzrIupmRloJ,the tv-tree: an index structure for high-dimensional data,"k lin, h jagadish, c faloutsos",1994,the x-tree: an index structure for highdimensional data. 22nd conf. on very large databases,"s berchtold, d keim, hp kriegel",0,0
107,107,conf/sigmod/AcharyaAFZ95,2fO9nM2FoGYJ,broadcast disks: data management for asymmetric communications environments,"s acharya, r alonso, m franklin, s zdonik",1995,broadcast disks: data management for asymmet-0 20 40 60 80 100 percentage of dont_care implimit  ,"s acharya, r alonso, m franklin, s zdonik",0,1
6143,6143,journals/sigmod/DoanPK95,R-TkMynZjgAJ,design and user testing of a multi-paradigm query interface to an object-oriented database,"d doan, n paton, a kilgour",1995,an active object-oriented database: a multi-paradigm approach to constraint management,"h ishikawa, k kubota",0,0
4296,4296,conf/vldb/Levy96,6wGozkC-i8EJ,obtaining complete answers from incomplete databases,a levy,1996,"1. mumick, and y. sagiv. query optimization by predicate move-around",a levy,0,0
5432,5432,conf/vldb/WangYM97,jXxjB08qsTsJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,an approach to active spatial data mining based on statistical information,"w wang, j yang",2000,0
9044,9044,journals/vldb/C95b,xlyg-9QKSbwJ,"title, preface to the special issue on persistent object systems",,1995,introduction to the special issue on: model-based statistical testing of software intensive systems,jh poore,2000,0
1427,1427,conf/sigmod/HinneburgK99,V3cZfG1Poo4J,clustering methods for large databases: from the past to the future,"a hinneburg, d keim",1999,clustering methods for large databases: from the past to the future,"da keim, a hinneburg",0,1
9247,9247,journals/vldb/JiangE98,PjtgP4aQt00J,spatial and temporal content-based access to hypervideo databases,"h jiang, a elmagarmid",1998,spatial and temporal content-based access to hypervideo databases,"h jiang, ak elmagarmid",1998,1
9203,9203,journals/vldb/Halevy02,url:http://www.springerlink.com/index/RTCC57FUUW3CADRF.pdf,guest editorial,,2002,guest editorial,"pa bernstein, y ioannidis, r ramakrishnan",2003,0
6692,6692,journals/sigmod/Hainaut03,url:http://portal.acm.org/citation.cfm%3Fid%3D163090.163102%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,research in database engineering at the university of namur,j hainaut,2003,database research at the university of queensland,me orlowska,1993,0
6905,6905,journals/sigmod/Kim94,GzJII5F7OzAJ,observations on the odmg-93 proposal,w kim,1994,unisql/x unified relational and object-oriented database system,w kim,1994,0
1801,1801,conf/sigmod/Lomet00,url:http://ieeexplore.ieee.org/iel5/9217/29235/01320095.pdf%3Farnumber%3D1320095,high speed on-line backup when using logical log operations,d lomet,2000,"database kernel research: what, if anything, is left to do?",d lomet,0,0
1756,1756,conf/sigmod/LiefkeS00,N0eowMtIAukJ,xmill: an efficient compressor for xml data,"h liefke, d suciu",2000,an extensible compressor for xml data,"h liefke, d suciu",2000,0
5803,5803,journals/sigmod/AtzeniM98,iPSta_aqkJYJ,webdb '98: international workshop on the web and databases,,1998,international workshop on web and databases,c san diego,0,0
4974,4974,conf/vldb/SavasereON95,OvNKAycreXwJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,"mining association rules between sets of items in large databases. inp. bunemanands. jajodia,  ","r agrawal, t imielinski, an swami",0,0
8311,8311,journals/sigmod/WuY00,yI5E8TGu5BwJ,report on second international workshop on advanced issues of e-commerce and web-based information systems,,2000,report from the nsf workshop on workflow and process automation in information systems,"a sheth, d georgakopoulos, s joosten, m  ",1996,0
1451,1451,conf/sigmod/HullZ96,H1E3GuQcoUAJ,a framework for supporting data integration using the materialized and virtual approaches,"r hull, g zhou",1996,a framework for supporting data integration using the materialized and virtual approaches,"r hull, g zhou",1996,1
930,930,conf/sigmod/DogacHKOONDMAKE96,GnjIUQVlZ0UJ,metu interoperable database system,"a dogac, u halici, e kilic, g ï¿½zhan, f ozcan, s nural, c dengi, s mancuhan, i arpinar, p koksal, c evrendilek",1996,metu interoperable database system,al dogac aet,0,1
118,118,conf/sigmod/AcharyaFZ97,4AK08s31YqUJ,balancing push and pull for data broadcast,"s acharya, m franklin, s zdonik",1997,disseminating updates onbroadcastdisks,"s acharya, m franklin, s zdonik",0,0
5328,5328,conf/vldb/TanSHCR01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375755%26type%3Dpdf%26dl%3DGUIDE%26dl%3DGUIDE%26CFID%3D11111111%26CFTOKEN%3D2222222,walking through a very large virtual environment in real-time,"l shou, j chionh, z huang, y ruan, k tan",2001,review: a real-time virtual walkthrough system,"l shou, ch chionh, z huang, y ruan, kl tan",2001,0
8798,8798,journals/tods/WandSW99,nrEQsOAiE44J,an ontological analysis of the relationship construct in conceptual modeling,"y wand, v storey, r weber",1999,an ontological analysis of the relationship construct conceptual modeling,"w yair, cs veda, w kon",0,1
6666,6666,journals/sigmod/Grohe02,RnmBv4e85pMJ,parameterized complexity for the database theorist,m grohe,2002,the parameterized complexity of database queries,m grohe,0,1
5014,5014,conf/vldb/SayalCDS02,0acvmJtaI8QJ,business process cockpit,"m sayal, f casati, u dayal, m shan",2002,business process cockpit,"m sayal, f casati, u dayal, mc shan",2002,1
3109,3109,conf/vldb/BaumgartnerFG01,I1xHtA3f3MsJ,visual web information extraction with lixto,"r baumgartner, s flesca, g gottlob",2001,visual web information extraction with lixto,"r baumgartner, s flesca, g gottlob",2001,1
4550,4550,conf/vldb/Mohan02a,m9ZL9DoH17YJ,an efficient method for performing record deletions and updates using index scans,c mohan,2002,aries/kvl: a key-value locking method for concurrency control of multiaction transactions on b-tree  ,c mohan,0,0
4677,4677,conf/vldb/OoiYTJ01,RFEE_MNM8IUJ,indexing the distance: an efficient method to knn processing,"c yu, b ooi, k tan, h jagadish",2001,indexing the distance: an efficient method to knn processing,"c yu, bc ooi, kl tan, hv jagadish",2001,1
9151,9151,journals/vldb/GeorgeH00,M0W5X_JA5kcJ,secure bufering in firm real-time database systems,"b george, j haritsa",2000,secure buffering inâ® rm real-time database systems,"b george, j haritsa",0,1
3850,3850,conf/vldb/GoyalHSS95,2w2qkhr3k3kJ,index concurrency control in firm real-time database systems,"b goyal, j haritsa, s seshadri, v srinivasan",1995,index concurrency control in firm real-time dbms,"b goyal, j haritsa, s seshadri, v srinivasan",1995,1
6904,6904,journals/sigmod/Kim94,FVPFM7RKdG0J,observations on the odmg-93 proposal,w kim,1994,special issue {directions for future database research and development,w kim,0,0
822,822,conf/sigmod/ColeG94,_6wwPJEGUiAJ,optimization of dynamic query evaluation plans,"r cole, g graefe",1994,optimization of dynamic query evaluation plans,"g graefe, r cole",1994,1
4034,4034,conf/vldb/HvasshovdTBH95,LVitsyrkl9AJ,"the clustra telecom database: high availability, high throughput, and real-time response","s hvasshovd, ï¿½ torbjï¿½rnsen, s bratsberg, p holager",1995,"the clustra telecom database: high availability, high throughput, and real-time response","so hvasshovd, ã? torbjã¸rnsen, se bratsberg, p  ",1995,1
745,745,conf/sigmod/ChenJDTW00,5Trj9q_RI8YJ,niagaracq: a scalable continuous query system for internet databases,"j chen, d dewitt, f tian, y wang",2000,niagaracq: a scalable continuous query system for internet databases,"c jian-jun, j dewitt david, f tianâ?¦",0,1
7987,7987,journals/sigmod/TaninBS96,qIVF5mCXlPIJ,incremental data structures and algorithms for dynamic query interfaces,"e tanin, r beigel, b shneiderman",1996,"  design and evaluation of incremental data structures and algorithms for dynamic query interfaces,&quot;",e tanin,0,0
8688,8688,journals/tods/RaschidL96,H8XgaS5FFEIJ,semantics for update rule programs and implementations in a relational database management system,"l raschid, j lobo",1996,access path selectlon in a relational database management system,"mm astrahan, pg sellinger, dd chamberlain, ra  ",0,0
6164,6164,journals/sigmod/Dogac96,WKLtD6-vjo4J,middle east technical university software research and development center,a dogac,1996,special section on electronic commerce,a dogac,0,0
3909,3909,conf/vldb/Guting94,DCUu4jysue0J,graphdb: modeling and querying graphs in databases,r gï¿½ting,1994,graphdb: modeling and querying graphs in databases,rh gtiting,0,1
6192,6192,journals/sigmod/DongS00,gH_HDDJghbAJ,incremental maintenance of recursive views using relational calculus/sql,"g dong, j su",2000,incremental maintenance of recursive views using relational calculus/sql,j su,2000,1
9270,9270,journals/vldb/KornLKF00,jKZaGhVU1WkJ,quantifiable data mining using ratio rules,"f korn, a labrinidis, y kotidis, c faloutsos",2000,ratio rules: a new paradigm for fast,"f korn, a labrinidis, y kotidis, c faloutsos",0,0
7159,7159,journals/sigmod/Liu02c,xgdBJbatYcIJ,editor's notes,l liu,2002,editor's notes,wmk trochim,0,0
6813,6813,journals/sigmod/Huyn01,9OYLimeDdj0J,data analysis and mining in the life sciences,n huyn,2001,multiple-view self-maintenance in data warehousing environments,n huyn,1997,0
8644,8644,journals/tods/LiuM96,TNx5vnRHHxMJ,the building blocks for specifying communication behavior of complex objects: an activity-driven approach,"l liu, r meersman",1996,the building blocks for specifying communication behavior of complex objects: an activity-driven  ,"l liu, r meersman",1996,1
7635,7635,journals/sigmod/Roussopoulos98,H7Pi4AQU00YJ,materialized views and data warehouses,n roussopoulos,1998,cubetree: organization of and bulk incremental updates on the data cube,n roussopoulos,1997,0
3046,3046,conf/vldb/ArgePRSV98,H-AQePr2evUJ,scalable sweeping-based spatial join,"l arge, o procopiuc, s ramaswamy, t suel, j vitter",1998,scalable sweeping-based spatial join,"l arge, o procopiuc",1998,1
5165,5165,conf/vldb/SheikholeslamiCZ98,eFgoWIVr71IJ,wavecluster: a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami, s chatterjee, a zhang",1998,a wavelet-based clustering approach for spatial data in very large databases the vldb journal,"f sheikholeslami, s chatterjee, az wavecluster",0,0
3417,3417,conf/vldb/ChaudhuriS94,31oH64SXpRcJ,including group-by in query optimization,"s chaudhuri, k shim",1994,optimizationofquerieswithuserdefined predicates,"s chaudhuri, k shim",1996,0
597,597,conf/sigmod/CareyDFHMNSSTTWZ94,0oPBNo-ofPkJ,shoring up persistent applications,"m carey, d dewitt, m franklin, n hall, m mcauliffe, j naughton, d schuh, m solomon, c tan, o tsatalos, s white, m zwilling",1994,shoring up persistent applications,"mj carey, dj dewittâ?¦",0,1
4785,4785,conf/vldb/RaghavanG01,ma-ZRYj0pXIJ,crawling the hidden web,"s raghavan, h garcia-molina",2001,complex queries over web repositories,"s raghavan, h garcia-molina",2003,0
4747,4747,conf/vldb/PereiraFLS00,e60hJN21ZO0J,publish/subscribe on the web at extreme speed,"j pereira, f fabret, f llirbat, r preotiuc-pietro, k ross, d shasha",2000,publish/subscribe on the web at extreme speed,"r preotiuc-pietro, j pereira, f llirbat, f fabret, ",0,1
3253,3253,conf/vldb/BrodieC99,VcYIAl-8xEUJ,issues in network management in the next millennium,"m brodie, s chaudhuri",1999,environmental management issues and challenges in the next millennium in malaysia,s sham,0,0
2101,2101,conf/sigmod/OlstonJW03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974751%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,online appendix to characterizing memory requirements for queries over continuous data streams,j widom,2004,0
8822,8822,journals/tods/ZobelMR98,AvV6lMEBGWsJ,inverted files versus signature files for text indexing,"j zobel, a moffat, k ramamohanarao",1998,inverted les versus signature les for text indexing,"j zobel, a moat, k ramamohanarao",0,1
1307,1307,conf/sigmod/GunopulosKTD00,ASfROcKWFmgJ,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos, g kollios, v tsotras, c domeniconi",2000,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos, g kollios, vj tsotras, c domeniconi",2000,1
2710,2710,conf/sigmod/ZaianeHLCC98,VCc6IQulRJ4J,multimediaminer: a system prototype for multimedia data mining,"o zaï¿½ane, j han, z li, s chee, j chiang",1998,multimedia-miner: a system prototype formultimedia data mining,"or zaiane, j hanâ?¦",0,1
245,245,conf/sigmod/AgrawalS00,2Z_X3zsf4CoJ,privacy-preserving data mining,"r agrawal, r srikant",2000,"fast algorithms for mining association rules in large databasesâ», bocca jb, jarke m., zaniolo c.,  ","r agrawal, r srikant",0,0
992,992,conf/sigmod/FaloutsosL95,lJvmD13lHJIJ,"fastmap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","c faloutsos, k lin",1995,"fastmap: a fast algorithm for indexing, data mining and visualization of traditional and multimedia","c faloutsos, k lin",0,1
4745,4745,conf/vldb/PereiraFLS00,KAW0nLm2wVAJ,publish/subscribe on the web at extreme speed,"j pereira, f fabret, f llirbat, r preotiuc-pietro, k ross, d shasha",2000,publish/subscribe on the web at extreme speed,"j pereira, f fabret, f llirbat, r preotiuc-pietro, ",2000,1
7651,7651,journals/sigmod/SchlageterBHMSW95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219766%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,the database group at university of hagen (fernuniversitaet),"g schlageter, t berkel, e heuel, s mittrach, a scherer, w wilkes",1995,the database group at national technical university of athens (ntua),"i overview, q processing, o techniques",1995,0
9200,9200,journals/vldb/Halevy02,url:http://www.springerlink.com/index/CFM1025XF89JLNH8.pdf,guest editorial,,2002,guest editorial,mp atkinson,2000,0
1527,1527,conf/sigmod/KanthAS98,LImRBeAtjMQJ,dimensionality reduction for similarity searching in dynamic databases,"k kanth, d agrawal, a singh",1998,dimensionality reduction for similarity searching in dynamic databases,"rk kv, d agrawal, a el abbadi, a singh",0,1
1472,1472,conf/sigmod/IpeirotisGS01,bo7ArXlXypQJ,"probe, count, and classify: categorizing hidden web databases","p ipeirotis, l gravano, m sahami",2001,"probe, count, and classify: categorizing hidden web databases","pg ipeirotis, l gravano, m sahami",2001,1
3367,3367,conf/vldb/ChakrabartiSD98,zDznH1GBa7UJ,mining surprising patterns using temporal description length,"s chakrabarti, s sarawagi, b dom",1998,mining surprising patterns using temporal description length,scssb dom,0,1
3583,3583,conf/vldb/DayalHL01,8mOb29aLXMAJ,"business process coordination: state of the art, trends, and open issues","u dayal, m hsu, r ladin",2001,organizing long-running actlvltles with triggers and transactions,"u dayal, m hsu, r ladin",0,0
7111,7111,journals/sigmod/Liu02,q5iyVZK8cE0J,editor's notes,l liu,2002,shih and yu.&quot; algorithms for scheduling imprecise computations,l liu,0,0
8179,8179,journals/sigmod/Winslett01a,ABDHo6cFs3oJ,"gio wiederhold speaks out on moving into academia in mid-career, how to be an effective consultant, why you should be a program manager as a funding agency, the need for ontology algebra and simulations, and more",,2001,polit.(1997)â??new chance: final report on a comprehensive program for young mothers in poverty and  ,"jc quint, jm bos, f denise",0,0
8408,8408,journals/tods/ChaudhuriS99,QCFUIVkspywJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1999,1
7191,7191,journals/sigmod/Liu03b,_cil6uzFNtsJ,editor's notes,l liu,2003,editor's notes,sb merriam,0,0
1742,1742,conf/sigmod/LiYVGPUV98,6jeHlSgjCskJ,capability based mediation in tsimmis,"c li, r yerneni, v vassalos, h garcia-molina, y papakonstantinou, j ullman, m valiveti",1998,capability based mediation in tsimmis,"c li, r yerneni, v vassalos, h garcia-molina, y  ",1998,1
1217,1217,conf/sigmod/GravanoGT94,sk7DIwcSZrwJ,the effectiveness of gloss for the text database discovery problem,"l gravano, h garcia-molina, a tomasic",1994,the efficacy of gloss for the text database discovery problem,"l gravano, a tomasic",0,1
4175,4175,conf/vldb/KonopnickiS95,VbPeo_JSln8J,w3qs: a query system for the world-wide web,"d konopnicki, o shmueli",1995,w3qs: a query system for the www,"d konopnicki, o shmueli",0,1
7970,7970,journals/sigmod/TanK03,AIDVDXW2C_YJ,power efficient data gathering and aggregation in wireless sensor networks,"h tan, i korpeoglu",2003,aida: adaptive application-independent data aggregation in wireless sensor networks,"t he, bm blum, ja stankovic, t abdelzaher",2004,0
2397,2397,conf/sigmod/ShenoyHSBBS00,SipDBj3SOb4J,turbo-charging vertical mining of large databases,"p shenoy, j haritsa, s sudarshan, g bhalotia, m bawa, d shah",2000,turbo-charging vertical mining of large databases,"p shenoy, jr haritsa, s sudarshan, g bhalotia, m  ",2000,1
8326,8326,journals/sigmod/YeungHL94,yQv94p3tE1IJ,performance evaluation of a new distributed deadlock detection algorithm,"c yeung, s hung, k lam",1994,performance evaluation of a new distributed deadlock detection algorithm,"c yeung, s hung, k lam",1994,1
2716,2716,conf/sigmod/ZhangMCMR02,rvZQMrCOQ1MJ,rainbow: mapping-driven xquery processing system,"x zhang, m mulchandani, s christ, b murphy, e rundensteiner",2002,rainbow: mapping-driven xquery processing system,"x zhang, m mulchandani, s christ, b murphy, ea  ",0,1
8927,8927,journals/vldb/Atkinson00,url:http://www.springerlink.com/index/CFM1025XF89JLNH8.pdf,guest editorial,,2000,guest editorial,mp atkinson,2000,1
9041,9041,journals/vldb/C95b,-7PP3rSp1UcJ,"title, preface to the special issue on persistent object systems",,1995,an introduction to spatial database systems. special issue on spatial database systems of the vldb  ,rh guting,1994,0
2241,2241,conf/sigmod/RamaswamyK95,xnNIRajBihoJ,oodb indexing by class-division,"s ramaswamy, p kanellakis",1995,"oodb indexing by class division, apic series","s ramaswamy, p kanellakis",1995,1
6003,6003,journals/sigmod/Chamberlin03,0ZXZVWpZNmkJ,2003 sigmod innovations award speech,d chamberlin,2003,"xquery: a query language for xml, w3c working draft, 15 february 2001",d chamberlin,0,0
303,303,conf/sigmod/Arpaci-DusseauACHP97,E_eOZJYat6IJ,high-performance sorting on networks of workstations,"a arpaci-dusseau, r arpaci-dusseau, d culler, j hellerstein, d patterson",1997,high-performance sorting on networks of workstations,"ac dusseau, rha dusseau, de culler, jm hellerstein ",0,1
777,777,conf/sigmod/ChoG00,zIvpO1L9YaEJ,synchronizing a database to improve freshness,"j cho, h garcia-molina",2000,"estimating frequency of change, 2000","j cho, h garcia-molina",0,0
410,410,conf/sigmod/BersonGMJ94,gQAPUymwcAIJ,staggered striping in multimedia information systems,"s berson, s ghandeharizadeh, r muntz, x ju",1994,staggered striping in multimedia information systems,"rr muntz, x ju",0,1
3277,3277,conf/vldb/CabreraRH95,x3WHLHvq-SEJ,applying database technology in the adsm mass storage system,"l cabrera, r rees, w hineman",1995,applying database technology in the adsm mass storage system,"lf cabrera, r rees, w hineman",1995,1
528,528,conf/sigmod/BrinkhoffKSS94,yp82ArYEGxIJ,multi-step processing of spatial joins,"t brinkhoff, h kriegel, r schneider, b seeger",1994,gene sys: a system for efficient spatial query processing,"t brinkhoff, hp kriegel, r schneider, b seeger",1994,0
9040,9040,journals/vldb/C95a,QLeWwLgl5KsJ,title,,1995,title,m eguchi,0,0
1855,1855,conf/sigmod/MayrS99,oU2EEWRf5LcJ,client-site query extensions,"t mayr, p seshadri",1999,optimization of client-site userdefined functions,"t mayr, p seshadri",0,0
4021,4021,conf/vldb/Huyn01,I2Md2kGPQ6cJ,scientific olap for the biotech domain,n huyn,2001,eâ? cient view self-maintenance,n huyn,0,0
6919,6919,journals/sigmod/Kim99,Cnzg5SgaiyMJ,"message from editor-in-chief, acm transactions on database systems",w kim,1999,on optimization a sql-like nested query,w kim,0,0
3778,3778,conf/vldb/GehrkeRG98,G8JSWUAO2lMJ,rainforest - a framework for fast decision tree construction of large datasets,"j gehrke, r ramakrishnan, v ganti",1998,rainforestâ??a framework for fast decision tree classification of large datasets,"j gehrke, r ramakrishnan, v ganti",0,1
6817,6817,journals/sigmod/Huyn01,OrTCIFg9fBIJ,data analysis and mining in the life sciences,n huyn,2001,efficient self-maintenance of materialized views,n huyn,0,0
2799,2799,conf/vldb/AbiteboulACEMM99,OYOTbj4m7JYJ,active views for electronic commerce,"s abiteboul, b amann, s cluet, a eyal, l mignet, t milo",1999,active views for electronic commerce,s abiteboul,1999,1
643,643,conf/sigmod/Chakravarthy97,Hc9_3eDVOpkJ,sentinel: an object-oriented dbms with event-based rules,s chakravarthy,1997,rule management and evaluation: an active dbms perspective,s chakravarthy,1989,0
3773,3773,conf/vldb/Gawlick96,Y5OJk6_D-ZUJ,scalablity and availability in oracle7 7.3,d gawlick,1996,scalablity and availability in oracle7 7.3,d gawlick,1996,1
5081,5081,conf/vldb/SeshadriLR96,cZ5JZQyhb1MJ,the design and implementation of a sequence database system,"p seshadri, m livny, r ramakrishnan",1996,the design and implementation of k: a highlevel knowledge-base programming language of osam*,"ym shyy, j arroyo-figueroa, syw su, h lam",0,0
5376,5376,conf/vldb/Vaskevitch95,s6Ax0WdZp6IJ,"very large databases: how large, how different?",d vaskevitch,1995,"very large databases: how large, how different?",d vaskevitch,1995,1
5017,5017,conf/vldb/Schek00,yMjJam38N8sJ,"panel: future directions of database research - the vldb broadening strategy, part 1",h schek,2000,"panel: future directions of database research-the vldb broadening strategy, part 1",hj schek,2000,1
8053,8053,journals/sigmod/Widom94,zWrQD-2VvWgJ,research issues in active database systems: report from the closing panel at ride-ads '94,j widom,1994,"r, j, cochrance, bg lindsay, implementing set-oriented production rules as an extension to starburst",j widom,0,0
7925,7925,journals/sigmod/Stonebraker02,SyOHqrZQEeYJ,too much middleware,m stonebraker,2002,k a. rowe. the design of postgres,m stonebraker,0,0
7977,7977,journals/sigmod/TanK03,qIzj09N-Qr8J,power efficient data gathering and aggregation in wireless sensor networks,"h tan, i korpeoglu",2003,power efficient data gathering and aggregation in wireless sensor networks,"h tan, i korpeoglu",2003,1
